DJI_20211224092312_0125.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
0.997851, -0.121223, 0.242385, -0.271961, 0.0270452, -0.149948, 0.0376583, -0.0777432, 0.0281569, -0.0882246, 1, 0.0598493, -0.029034, 0.00502155
0.0637638, -0.0136884, 0.464563, -0.0108271, -0.00569221, -0.00196281, 0.435106, -0.0146214, 0.419017, -0.741614, 0.0598493, 1, -0.00716047, -0.0252598
-0.023488, 0.513187, -0.00432043, -0.00823793, 0.0152908, -0.011856, 0.00219804, 0.479711, 0.696171, 0.390132, -0.029034, -0.00716047, 1, -0.0102139
0.00472458, -0.0174101, 0.010222, 0.000710174, -0.00201596, 0.00131073, 0.00892609, -0.0156773, -0.0274709, -0.0187989, 0.00502155, -0.0252598, -0.0102139, 1
DJI_20211224093555_0601.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0329699, -0.0868817, 0.997732, 0.0585505, -0.0231158, 0.0142508
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00953822, 0.0137321, -0.121281, -0.0128733, 0.508832, -0.0215974
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0108943, -0.0197323, 0.24232, 0.460411, -0.00411427, 0.00784102
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00896913, 0.0218637, -0.272557, -0.00776912, -0.010506, -0.00266653
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00137462, 0.000212215, 0.0278213, -0.00771692, 0.0181991, -0.00129691
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00486523, 0.0102776, -0.150794, 0.000988387, -0.0154592, -0.0003197
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00699801, -0.0016592, 0.0377046, 0.431486, 0.00226675, 0.00486846
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00542541, 0.015935, -0.0778449, -0.0138648, 0.47543, -0.0197742
0.0329699, -0.00953822, 0.0108943, -0.00896913, 0.00137462, -0.00486523, 0.00699801, -0.00542541, 1, -0.02467, 0.0286565, 0.419635, 0.698691, -0.0311964
-0.0868817, 0.0137321, -0.0197323, 0.0218637, 0.000212215, 0.0102776, -0.0016592, 0.015935, -0.02467, 1, -0.0843429, -0.741466, 0.390382, -0.0135563
0.997732, -0.121281, 0.24232, -0.272557, 0.0278213, -0.150794, 0.0377046, -0.0778449, 0.0286565, -0.0843429, 1, 0.0533595, -0.0270386, 0.014476
0.0585505, -0.0128733, 0.460411, -0.00776912, -0.00771692, 0.000988387, 0.431486, -0.0138648, 0.419635, -0.741466, 0.0533595, 1, -0.00549255, -0.0241453
-0.0231158, 0.508832, -0.00411427, -0.010506, 0.0181991, -0.0154592, 0.00226675, 0.47543, 0.698691, 0.390382, -0.0270386, -0.00549255, 1, -0.0107449
0.0142508, -0.0215974, 0.00784102, -0.00266653, -0.00129691, -0.0003197, 0.00486846, -0.0197742, -0.0311964, -0.0135563, 0.014476, -0.0241453, -0.0107449, 1
DJI_20211224093557_0602.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0320308, -0.0868487, 0.997754, 0.052547, -0.023284, 0.0239322
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00932324, 0.0142415, -0.121297, -0.0128227, 0.509502, -0.0120055
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0101817, -0.0187576, 0.242668, 0.459057, -0.00407403, 0.0104119
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00950055, 0.0218411, -0.272733, -0.00692337, -0.0119549, -0.00473167
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00265168, -6.93774e-05, 0.0280881, -0.00659264, 0.0201075, -0.00174913
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00652259, 0.0108356, -0.151095, 0.000156374, -0.0176691, -0.000931987
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00655233, -0.00129484, 0.0377787, 0.431746, 0.00240089, 0.00644789
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00489458, 0.0169538, -0.077895, -0.0141922, 0.476017, -0.0153148
0.0320308, -0.00932324, 0.0101817, -0.00950055, 0.00265168, -0.00652259, 0.00655233, -0.00489458, 1, -0.0243853, 0.0302218, 0.419307, 0.699141, -0.009647
-0.0868487, 0.0142415, -0.0187576, 0.0218411, -6.93774e-05, 0.0108356, -0.00129484, 0.0169538, -0.0243853, 1, -0.0867084, -0.74065, 0.390558, 0.000884183
0.997754, -0.121297, 0.242668, -0.272733, 0.0280881, -0.151095, 0.0377787, -0.077895, 0.0302218, -0.0867084, 1, 0.0518163, -0.0259902, 0.0242762
0.052547, -0.0128227, 0.459057, -0.00692337, -0.00659264, 0.000156374, 0.431746, -0.0141922, 0.419307, -0.74065, 0.0518163, 1, -0.00504867, -0.0200628
-0.023284, 0.509502, -0.00407403, -0.0119549, 0.0201075, -0.0176691, 0.00240089, 0.476017, 0.699141, 0.390558, -0.0259902, -0.00504867, 1, -0.0083063
0.0239322, -0.0120055, 0.0104119, -0.00473167, -0.00174913, -0.000931987, 0.00644789, -0.0153148, -0.009647, 0.000884183, 0.0242762, -0.0200628, -0.0083063, 1
DJI_20211224093558_0603.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0336335, -0.0889025, 0.998162, 0.0575403, -0.0238763, 0.030192
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0122789, 0.0147528, -0.12087, -0.0152804, 0.50783, 0.00128549
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00984852, -0.0189115, 0.243447, 0.468756, -0.00355777, 0.0257201
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0128321, 0.0258895, -0.271636, -0.0156949, -0.00974998, 0.00256582
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00511877, -0.0032254, 0.0268407, -0.000112065, 0.0179202, -0.0102413
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0083565, 0.0137636, -0.149967, -0.0056152, -0.0151956, 0.00573907
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00713739, -0.00162234, 0.0380769, 0.441721, 0.00320459, 0.0192829
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00755464, 0.0170575, -0.0772059, -0.016684, 0.472989, -0.010557
0.0336335, -0.0122789, 0.00984852, -0.0128321, 0.00511877, -0.0083565, 0.00713739, -0.00755464, 1, -0.0165239, 0.0323774, 0.4206, 0.714202, 0.098451
-0.0889025, 0.0147528, -0.0189115, 0.0258895, -0.0032254, 0.0137636, -0.00162234, 0.0170575, -0.0165239, 1, -0.0945192, -0.741237, 0.393353, 0.00646368
0.998162, -0.12087, 0.243447, -0.271636, 0.0268407, -0.149967, 0.0380769, -0.0772059, 0.0323774, -0.0945192, 1, 0.0662355, -0.0308936, 0.0300828
0.0575403, -0.0152804, 0.468756, -0.0156949, -0.000112065, -0.0056152, 0.441721, -0.016684, 0.4206, -0.741237, 0.0662355, 1, 0.00343512, -0.0308098
-0.0238763, 0.50783, -0.00355777, -0.00974998, 0.0179202, -0.0151956, 0.00320459, 0.472989, 0.714202, 0.393353, -0.0308936, 0.00343512, 1, -0.0115938
0.030192, 0.00128549, 0.0257201, 0.00256582, -0.0102413, 0.00573907, 0.0192829, -0.010557, 0.098451, 0.00646368, 0.0300828, -0.0308098, -0.0115938, 1
DJI_20211224093600_0604.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0319437, -0.0864293, 0.998, 0.0548242, -0.0244164, 0.0351868
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00809803, 0.0132349, -0.121324, -0.0128244, 0.503886, -0.0143048
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0127833, -0.0208973, 0.243469, 0.458365, -0.00232351, 0.0160295
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0100093, 0.0209498, -0.272548, -0.00529522, -0.012478, -0.00298825
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00308893, 0.000930203, 0.0275367, -0.00892578, 0.0204889, -0.00599823
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0065901, 0.00974379, -0.150439, 0.00218002, -0.0173609, 0.00142576
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0101053, -0.00230595, 0.0384045, 0.428958, 0.00551039, 0.00830335
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00370293, 0.0141578, -0.0778902, -0.0133056, 0.467048, -0.0246622
0.0319437, -0.00809803, 0.0127833, -0.0100093, 0.00308893, -0.0065901, 0.0101053, -0.00370293, 1, -0.0175506, 0.031472, 0.424131, 0.718577, 0.0551194
-0.0864293, 0.0132349, -0.0208973, 0.0209498, 0.000930203, 0.00974379, -0.00230595, 0.0141578, -0.0175506, 1, -0.0870779, -0.752368, 0.398936, -0.00853804
0.998, -0.121324, 0.243469, -0.272548, 0.0275367, -0.150439, 0.0384045, -0.0778902, 0.031472, -0.0870779, 1, 0.0583002, -0.0295261, 0.0351437
0.0548242, -0.0128244, 0.458365, -0.00529522, -0.00892578, 0.00218002, 0.428958, -0.0133056, 0.424131, -0.752368, 0.0583002, 1, -0.00154835, -0.0436742
-0.0244164, 0.503886, -0.00232351, -0.012478, 0.0204889, -0.0173609, 0.00551039, 0.467048, 0.718577, 0.398936, -0.0295261, -0.00154835, 1, -0.0128402
0.0351868, -0.0143048, 0.0160295, -0.00298825, -0.00599823, 0.00142576, 0.00830335, -0.0246622, 0.0551194, -0.00853804, 0.0351437, -0.0436742, -0.0128402, 1
DJI_20211224093601_0605.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0304304, -0.0885152, 0.998107, 0.0565858, -0.0239889, 0.043296
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00669749, 0.0149675, -0.12179, -0.0145717, 0.506354, -0.00929987
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.012975, -0.0226212, 0.243111, 0.459799, -0.00308837, 0.00536462
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00259799, 0.0231694, -0.273148, -0.00445517, -0.0106739, -0.00797094
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.00466107, -0.000364672, 0.0281865, -0.0110625, 0.0178824, -0.00254361
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, 0.000980029, 0.0109917, -0.151104, 0.004324, -0.0147246, -0.0031492
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.0105811, -0.00546268, 0.0380008, 0.430766, 0.00471175, -0.00463854
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00200879, 0.0167991, -0.0787001, -0.0150275, 0.469248, -0.0168129
0.0304304, -0.00669749, 0.012975, -0.00259799, -0.00466107, 0.000980029, 0.0105811, -0.00200879, 1, -0.015442, 0.033804, 0.422386, 0.717475, 0.00742152
-0.0885152, 0.0149675, -0.0226212, 0.0231694, -0.000364672, 0.0109917, -0.00546268, 0.0167991, -0.015442, 1, -0.087244, -0.754227, 0.404327, -0.0315968
0.998107, -0.12179, 0.243111, -0.273148, 0.0281865, -0.151104, 0.0380008, -0.0787001, 0.033804, -0.087244, 1, 0.0573595, -0.0250364, 0.0431226
0.0565858, -0.0145717, 0.459799, -0.00445517, -0.0110625, 0.004324, 0.430766, -0.0150275, 0.422386, -0.754227, 0.0573595, 1, -0.00833142, -0.039586
-0.0239889, 0.506354, -0.00308837, -0.0106739, 0.0178824, -0.0147246, 0.00471175, 0.469248, 0.717475, 0.404327, -0.0250364, -0.00833142, 1, -0.00298973
0.043296, -0.00929987, 0.00536462, -0.00797094, -0.00254361, -0.0031492, -0.00463854, -0.0168129, 0.00742152, -0.0315968, 0.0431226, -0.039586, -0.00298973, 1
DJI_20211224093603_0606.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0309231, -0.0893313, 0.998318, 0.0615733, -0.0235444, 0.0506458
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00747699, 0.0155448, -0.121741, -0.0163441, 0.51412, 4.12268e-05
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0122387, -0.0212594, 0.242409, 0.464701, -0.00400897, 0.00292253
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.0118504, 0.0249958, -0.272635, -0.0147441, -0.0147761, -0.0118346
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00617595, -0.00273359, 0.0275394, -0.000843704, 0.0230735, -0.000703272
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0108392, 0.0137568, -0.150429, -0.00681387, -0.0209653, -0.005783
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00907303, -0.00431964, 0.037235, 0.435275, 0.00381524, -0.00838116
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00191327, 0.0185581, -0.0786652, -0.0164608, 0.477336, -0.00172554
0.0309231, -0.00747699, 0.0122387, -0.0118504, 0.00617595, -0.0108392, 0.00907303, -0.00191327, 1, -0.0255807, 0.0353012, 0.415803, 0.705596, -0.0384281
-0.0893313, 0.0155448, -0.0212594, 0.0249958, -0.00273359, 0.0137568, -0.00431964, 0.0185581, -0.0255807, 1, -0.0878653, -0.756488, 0.40407, -0.0498481
0.998318, -0.121741, 0.242409, -0.272635, 0.0275394, -0.150429, 0.037235, -0.0786652, 0.0353012, -0.0878653, 1, 0.0601778, -0.0229438, 0.0502856
0.0615733, -0.0163441, 0.464701, -0.0147441, -0.000843704, -0.00681387, 0.435275, -0.0164608, 0.415803, -0.756488, 0.0601778, 1, -0.0238206, -0.039091
-0.0235444, 0.51412, -0.00400897, -0.0147761, 0.0230735, -0.0209653, 0.00381524, 0.477336, 0.705596, 0.40407, -0.0229438, -0.0238206, 1, 0.00614247
0.0506458, 4.12268e-05, 0.00292253, -0.0118346, -0.000703272, -0.005783, -0.00838116, -0.00172554, -0.0384281, -0.0498481, 0.0502856, -0.039091, 0.00614247, 1
DJI_20211224093604_0607.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.03152, -0.0912856, 0.998476, 0.0659213, -0.0214224, 0.0551502
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0102538, 0.0101755, -0.121126, -0.0141051, 0.514583, -0.010831
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0121374, -0.0194167, 0.242363, 0.470886, -0.0033254, 0.0142546
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00766639, 0.0208926, -0.271773, -0.00608051, -0.00900913, -0.0142458
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.000296324, 0.00129508, 0.0268097, -0.0107899, 0.0154743, 0.000642329
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.00400212, 0.0107158, -0.149919, 0.00214619, -0.0129091, -0.00765417
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00870913, -0.00205044, 0.0373677, 0.441756, 0.00448009, 0.00375934
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00461681, 0.011648, -0.0779031, -0.0123308, 0.477073, -0.010427
0.03152, -0.0102538, 0.0121374, -0.00766639, 0.000296324, -0.00400212, 0.00870913, -0.00461681, 1, -0.0266605, 0.0330883, 0.404834, 0.696476, -0.0797126
-0.0912856, 0.0101755, -0.0194167, 0.0208926, 0.00129508, 0.0107158, -0.00205044, 0.011648, -0.0266605, 1, -0.0884909, -0.753544, 0.404832, -0.0651118
0.998476, -0.121126, 0.242363, -0.271773, 0.0268097, -0.149919, 0.0373677, -0.0779031, 0.0330883, -0.0884909, 1, 0.0610863, -0.021409, 0.0544425
0.0659213, -0.0141051, 0.470886, -0.00608051, -0.0107899, 0.00214619, 0.441756, -0.0123308, 0.404834, -0.753544, 0.0610863, 1, -0.036556, -0.0342978
-0.0214224, 0.514583, -0.0033254, -0.00900913, 0.0154743, -0.0129091, 0.00448009, 0.477073, 0.696476, 0.404832, -0.021409, -0.036556, 1, 0.00618423
0.0551502, -0.010831, 0.0142546, -0.0142458, 0.000642329, -0.00765417, 0.00375934, -0.010427, -0.0797126, -0.0651118, 0.0544425, -0.0342978, 0.00618423, 1
DJI_20211224093606_0608.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0299241, -0.0897708, 0.998061, 0.0601234, -0.0214975, 0.0453076
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.00966111, 0.013566, -0.121242, -0.0153689, 0.511438, -0.00245748
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0108271, -0.021806, 0.242244, 0.458776, -0.00358842, 0.0114099
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00757476, 0.0240373, -0.271971, -0.00846861, -0.00912496, -0.00793745
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.000627367, -0.00153396, 0.0270576, -0.00794784, 0.0158011, -0.00323788
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0041525, 0.0125871, -0.150069, 0.000948508, -0.0133842, -0.00287732
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00699249, -0.00385099, 0.037322, 0.430461, 0.00339976, 0.00399257
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00583375, 0.0157137, -0.0781569, -0.0166093, 0.473002, -0.0033795
0.0299241, -0.00966111, 0.0108271, -0.00757476, 0.000627367, -0.0041525, 0.00699249, -0.00583375, 1, -0.0263726, 0.0327365, 0.417839, 0.693864, -0.00661549
-0.0897708, 0.013566, -0.021806, 0.0240373, -0.00153396, 0.0125871, -0.00385099, 0.0157137, -0.0263726, 1, -0.0885447, -0.737951, 0.38402, 0.0088475
0.998061, -0.121242, 0.242244, -0.271971, 0.0270576, -0.150069, 0.037322, -0.0781569, 0.0327365, -0.0885447, 1, 0.0601669, -0.0185385, 0.0456225
0.0601234, -0.0153689, 0.458776, -0.00846861, -0.00794784, 0.000948508, 0.430461, -0.0166093, 0.417839, -0.737951, 0.0601669, 1, -0.00528067, -0.00398904
-0.0214975, 0.511438, -0.00358842, -0.00912496, 0.0158011, -0.0133842, 0.00339976, 0.473002, 0.693864, 0.38402, -0.0185385, -0.00528067, 1, 0.0442644
0.0453076, -0.00245748, 0.0114099, -0.00793745, -0.00323788, -0.00287732, 0.00399257, -0.0033795, -0.00661549, 0.0088475, 0.0456225, -0.00398904, 0.0442644, 1
DJI_20211224093607_0609.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.029136, -0.0907603, 0.998015, 0.0569679, -0.0205211, 0.0435014
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0102648, 0.015608, -0.120961, -0.016739, 0.511862, -0.00670181
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.00836014, -0.0216192, 0.241896, 0.45391, -0.00312431, 0.0182413
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00572944, 0.0262616, -0.272173, -0.0077297, -0.00479149, -0.00609345
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, -0.00182434, -0.0047314, 0.0273445, -0.00735892, 0.00980882, -0.00487983
-0.163919, -0.0146326, -0.0242888, 0.921714, -0.978299, 1, 0.011943, -0.0267318, -0.0009164, 0.0167792, -0.150398, 0.000297028, -0.00660526, -0.00121892
0.0375019, -0.00761586, 0.901201, 0.00634505, -0.0168605, 0.011943, 1, -0.00798348, 0.00391679, -0.00356729, 0.0371467, 0.42642, 0.00261615, 0.0107341
-0.0766458, 0.904923, -0.0217564, -0.0152872, 0.0346546, -0.0267318, -0.00798348, 1, -0.00635269, 0.0184884, -0.0777266, -0.0199763, 0.473815, -0.00485849
0.029136, -0.0102648, 0.00836014, -0.00572944, -0.00182434, -0.0009164, 0.00391679, -0.00635269, 1, -0.0336211, 0.0296822, 0.424401, 0.689505, -0.0275044
-0.0907603, 0.015608, -0.0216192, 0.0262616, -0.0047314, 0.0167792, -0.00356729, 0.0184884, -0.0336211, 1, -0.0882907, -0.732414, 0.369776, -0.000841512
0.998015, -0.120961, 0.241896, -0.272173, 0.0273445, -0.150398, 0.0371467, -0.0777266, 0.0296822, -0.0882907, 1, 0.0541729, -0.0182534, 0.0435608
0.0569679, -0.016739, 0.45391, -0.0077297, -0.00735892, 0.000297028, 0.42642, -0.0199763, 0.424401, -0.732414, 0.0541729, 1, 0.0078806, -0.00571794
-0.0205211, 0.511862, -0.00312431, -0.00479149, 0.00980882, -0.00660526, 0.00261615, 0.473815, 0.689505, 0.369776, -0.0182534, 0.0078806, 1, 0.0542581
0.0435014, -0.00670181, 0.0182413, -0.00609345, -0.00487983, -0.00121892, 0.0107341, -0.00485849, -0.0275044, -0.000841512, 0.0435608, -0.00571794, 0.0542581, 1
DJI_20211224093609_0610.JPG
ZenmuseP1_35.0_8192x5460 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, -0.1201, 0.242916, -0.287849, 0.0420203, -0.163919, 0.0375019, -0.0766458, 0.0301842, -0.0907164, 0.997882, 0.0565346, -0.0166566, 0.0408787
-0.1201, 1, -0.031505, 0.00211909, 0.0289532, -0.0146326, -0.00761586, 0.904923, -0.0078861, 0.013904, -0.121037, -0.0148208, 0.509546, -0.00925861
0.242916, -0.031505, 1, -0.0541328, -0.00613767, -0.0242888, 0.901201, -0.0217564, 0.0101706, -0.0211561, 0.241721, 0.453445, 0.000158329, 0.0141583
-0.287849, 0.00211909, -0.0541328, 1, -0.944114, 0.921714, 0.00634505, -0.0152872, -0.00817704, 0.0228235, -0.272396, -0.0056956, -0.00998192, -0.00856124
0.0420203, 0.0289532, -0.00613767, -0.944114, 1, -0.978299, -0.0168605, 0.0346546, 0.00149431, -0.000175242, 0.027681, -0.0100712, 0.015738, -0.00187277
