DJI_20211224092312_0125 H_34.99999_23.32763
7112 11.40491 1.88023
7113 11.34505 1.08991
7114 15.93153 1.63138
7115 15.42549 0.56016
7123 10.11909 10.33049
7124 -3.90971 11.15751
7140 4.00283 6.65206
7141 3.39615 6.48474
7142 -2.13977 6.41465
7143 -2.01478 6.46723
7144 3.16141 6.59945
7145 -3.80330 6.39075
7146 8.91268 8.11587
7147 3.98954 10.03135
7148 -3.12822 8.41783
7149 8.70021 7.84469
7150 2.42609 7.79620
7151 -3.61877 7.39985
7152 0.43055 10.08028
7174 3.40758 3.40441
7175 7.85262 3.67233
7176 2.96212 5.07110
7177 -2.76136 2.21986
7178 -3.39515 1.40019
7179 -2.74773 1.13217
7180 4.54688 1.97763
7181 -3.54606 2.24300
7182 2.83050 2.11837
7183 8.28225 5.91654
7184 1.11997 2.84870
7185 -2.86186 5.35746
7186 -3.50443 4.10059
7187 8.33673 3.33580
7188 11.26792 -2.54046
7189 11.22816 -2.42700
7190 11.19590 -3.48214
7191 14.67891 -0.85809
7192 14.57355 -1.71257
7193 15.67477 -1.65646
7204 -2.25758 -3.08755
7205 1.50909 -2.87349
7206 14.65155 -6.09739
7207 11.20184 -6.80196
7208 -2.75430 -3.59951
7209 -2.57199 -2.68828
7210 3.85985 -2.76534
7211 14.32223 -6.23204
7212 15.10450 -5.55792
7213 0.34486 -2.46104
7214 1.58786 -1.30660
7215 3.14209 0.49061
7216 6.16100 0.53123
7217 -3.42581 -1.15677
7218 9.16898 -0.19526
7219 14.70774 -9.30618
7222 10.86548 -7.43357
7223 14.09537 -9.04286
7532 -9.10307 -11.32336
7533 10.72778 -6.12979
7534 -3.28844 -3.79984
7535 -3.94253 6.71586
14579 -3.79152 7.61148
-99
DJI_20211224092321_0131 H_34.99999_23.32763
5007 -15.52465 -3.50551
5014 -4.53399 -2.75886
5015 -11.93295 -3.26165
5016 -12.63329 -4.39588
5017 -8.79127 -4.73273
5018 -5.96873 -3.83217
5019 -16.33780 -3.86632
5020 -15.98410 -5.94293
5021 -11.05468 -6.51602
5022 -14.98075 -6.67209
5023 -4.35511 -6.65641
5024 -7.34202 -6.52171
5050 -15.75840 6.19123
5051 -14.82164 3.80108
5052 -8.50255 -0.84369
5053 -6.69036 -0.13761
5054 -7.34594 -1.75196
5055 -5.16790 2.01140
5063 -12.59765 0.85342
5064 -10.95330 0.49608
5069 -10.50958 1.09937
5070 -11.98645 -1.55681
5158 -8.41371 0.48164
5178 -13.87510 -1.36303
5179 -16.09130 0.51837
5180 -7.48580 1.96458
5181 -16.23376 5.72091
5183 -6.51752 6.05557
5184 -6.14630 3.75682
5185 -11.89772 3.21009
5186 -8.66098 6.60706
5187 -11.11543 3.93977
5188 -10.04452 5.80099
5189 -13.60058 4.56826
5190 -12.81021 5.57079
5195 -6.30282 -9.90468
5196 -9.66243 -7.66056
5197 -8.08074 -8.89776
5198 -13.65344 -10.25282
5200 -12.82729 -10.55325
5204 -6.68927 -11.31366
5205 -3.42122 -9.25794
5596 -16.34082 -11.57598
5607 -9.17816 11.02327
5609 -5.89681 7.85779
5613 -6.45601 9.20886
5617 -7.83353 9.26023
5620 -15.79841 10.27132
5621 -11.09153 8.39269
5622 -12.78385 9.67706
5623 -15.49375 8.00028
5624 -4.65729 10.35870
5634 -3.94578 6.72493
5635 -2.05920 10.44808
5636 4.39184 11.34440
5640 2.95766 11.22328
5643 -2.10151 10.51538
5644 2.25060 11.31049
5652 16.79145 11.55220
5653 16.55149 11.52486
5654 10.23435 11.45030
6855 -3.58570 -1.75813
6890 10.69413 -11.18093
6891 8.39495 -8.37448
6892 2.72869 -10.77334
6893 -1.97512 -10.62327
6894 2.89962 -8.19825
6895 6.63227 -9.19554
6896 -3.03077 -8.48915
6897 6.30012 -8.35693
6898 6.08874 -8.21562
6899 3.33923 -11.31594
6900 6.39986 -11.22678
6901 8.40574 -7.60427
6902 2.92610 -11.39060
7064 16.13616 11.27186
7065 16.29449 11.11224
7066 15.77464 0.06582
7067 16.85807 1.37924
7069 11.74955 1.52622
7081 14.98373 7.28380
7082 12.71197 7.29638
7089 12.64647 6.83837
7091 15.33341 5.45193
7092 16.64900 6.64764
7093 11.69516 4.70911
7094 15.75596 5.26874
7095 14.96342 4.39698
7096 11.89487 10.39937
7097 16.30442 8.73747
7098 -15.55795 11.45537
7099 -11.81332 11.36836
7100 14.17490 0.45988
7101 15.47897 1.58984
7102 13.59199 0.80900
7103 14.12457 0.03271
7112 11.62270 -2.89872
7113 11.56170 -3.68918
7114 16.14235 -3.09110
7115 15.62725 -4.16343
7123 10.37762 5.58006
7124 -3.69364 6.41685
7125 4.02605 10.43837
7126 4.86396 8.59997
7127 6.57108 7.21892
7128 2.92391 9.05149
7129 9.26376 7.20278
7130 2.66710 9.53471
7131 9.49894 10.38830
7132 4.58972 7.37678
7133 2.91351 8.36310
7134 2.99833 7.29710
7135 2.87543 8.80057
7136 -3.36614 7.86969
7140 4.23663 1.86388
7141 3.62856 1.69608
7142 -1.90744 1.63009
7143 -1.79250 1.68068
7144 3.39384 1.81677
7145 -3.58423 1.60834
7146 9.15932 3.33328
7147 4.22949 5.27367
7148 -2.90564 3.64899
7149 8.94676 3.06440
7150 2.66168 3.01583
7151 -3.39873 2.62247
7152 0.66261 5.32050
7174 3.63121 -1.39604
7175 8.07951 -1.12496
7176 3.18771 0.27523
7177 -2.53553 -2.57776
7178 -3.17466 -3.39622
7179 -2.52627 -3.66356
7180 4.76907 -2.82327
7181 -3.32131 -2.55847
7182 3.05480 -2.67656
7183 8.51735 1.12512
7184 1.34180 -1.95144
7185 -2.64067 0.56427
7186 -3.28671 -0.69923
7188 11.46117 -7.30642
7189 11.42288 -7.19812
7190 11.38553 -8.24614
7191 14.87215 -5.58010
7192 14.76300 -6.43402
7193 15.86002 -6.37216
7204 -2.03722 -7.86902
7205 1.72446 -7.66235
7206 14.80439 -10.78407
7207 11.36900 -11.53778
7208 -2.52981 -8.38209
7209 -2.35470 -7.47105
7210 4.07224 -7.55565
7211 14.47432 -10.92280
7212 15.25707 -10.24608
7213 0.56316 -7.25091
7214 1.80568 -6.10132
7215 3.36158 -4.30649
7216 6.37633 -4.26438
7217 -3.20367 -5.94788
7218 9.38302 -4.97835
7533 10.89590 -10.87635
7534 -3.06324 -8.57805
7535 -3.72391 1.93500
7536 16.58303 11.27663
14578 11.13140 -6.25387
14579 -3.57136 2.83675
-99
DJI_20211224092322_0132 H_34.99999_23.32763
3275 -3.75336 7.00841
3566 9.95247 8.09378
4366 -9.79417 11.33905
4416 16.55022 11.26784
4526 16.84449 11.15052
4527 16.68116 7.29211
4543 17.13157 7.76719
5007 -15.30058 -8.25583
5014 -4.32653 -7.55035
5015 -11.71598 -8.01720
5016 -12.39865 -9.16333
5017 -8.57711 -9.50123
5018 -5.75771 -8.62087
5019 -16.09926 -8.62715
5020 -15.73012 -10.67581
5021 -10.82386 -11.25041
5022 -14.72817 -11.38667
5023 -4.14516 -11.42471
5024 -7.12462 -11.30857
5050 -15.59252 1.39293
5051 -14.61359 -1.03100
5052 -8.28455 -5.63985
5053 -6.48110 -4.93274
5054 -7.13353 -6.54138
5055 -4.96415 -2.78948
5063 -12.39138 -3.91808
5064 -10.74179 -4.29657
5069 -10.30217 -3.69623
5070 -11.77438 -6.37275
5158 -8.21013 -4.30061
5178 -13.65605 -6.15331
5179 -15.88105 -4.24141
5180 -7.28340 -2.82508
5181 -16.05397 0.87641
5183 -6.31750 1.24002
5184 -5.94106 -1.03867
5185 -11.69838 -1.55931
5186 -8.46325 1.79582
5187 -10.90751 -0.87966
5188 -9.84873 1.02695
5189 -13.40005 -0.21449
5190 -12.61711 0.78138
5607 -8.98557 6.28283
5609 -5.69496 3.04388
5613 -6.25965 4.44821
5617 -7.64366 4.48410
5620 -15.66161 5.57932
5621 -10.90312 3.62965
5622 -12.61390 4.95697
5623 -15.32977 3.29057
5624 -4.46271 5.60555
5634 -3.74140 1.94243
5635 -1.85139 5.68827
5636 4.61955 6.58608
5640 3.18356 6.46760
5643 -1.89416 5.75820
5644 2.47730 6.55517
5652 17.07903 6.89477
5653 16.83516 6.86687
5654 10.48368 6.68629
5766 -5.14709 9.08828
5767 -14.82194 7.54467
5768 -11.87041 10.21385
5769 -7.98250 9.33896
5770 -4.63241 11.55201
5773 -17.21140 11.29920
5872 -3.93259 10.67998
5878 0.04454 11.21740
5879 -1.18550 11.14627
5880 -3.66793 8.82390
5890 7.48936 11.44797
6387 4.19551 7.10402
6388 5.19073 8.55801
6389 2.75863 7.25236
6390 6.44883 9.23521
6391 2.27545 8.40404
6392 6.42742 8.38334
6393 -3.94913 10.13555
6422 15.72590 11.13401
6553 15.87834 8.55326
6554 13.23340 10.13271
6555 13.20403 9.93290
6556 12.92676 7.01393
6557 12.38438 9.93214
6889 -3.23428 -8.19605
7064 16.41691 6.61038
7065 16.57159 6.44673
7066 15.95419 -4.66994
7067 17.03916 -3.34818
7069 11.94586 -3.27312
7081 15.21558 2.56351
7082 12.94367 2.53491
7089 12.87552 2.06990
7091 15.55154 0.72235
7092 16.87971 1.92704
7093 11.91051 -0.07904
7094 15.97907 0.53469
7095 15.17282 -0.33945
7096 12.14969 5.64886
7097 16.55928 4.03523
7098 -15.41989 6.78439
7099 -11.64460 6.66034
7100 14.36203 -4.32060
7101 15.67201 -3.15080
7102 13.78225 -3.97711
7103 14.30858 -4.75470
7112 11.79428 -7.67863
7113 11.73110 -8.46284
7114 16.29421 -7.80949
7115 15.77309 -8.86959
7124 -3.48981 1.62346
7125 4.25186 5.68111
7126 5.08815 3.81449
7127 6.79567 2.42643
7128 3.14959 4.27568
7129 9.48785 2.40131
7130 2.89232 4.76234
7131 9.74242 5.62188
7132 4.80811 2.57762
7133 3.13304 3.57928
7134 3.21021 2.49979
7135 3.09665 4.02278
7136 -3.15537 3.07471
7140 4.43936 -2.94352
7141 3.82751 -3.10784
7142 -1.70116 -3.18341
7143 -1.58668 -3.12629
7144 3.59744 -2.98962
7145 -3.37984 -3.19745
7146 9.36716 -1.48287
7147 4.44281 0.46576
7148 -2.70295 -1.14702
7149 9.15386 -1.75528
7150 2.85983 -1.78870
7151 -3.19484 -2.17720
7152 0.87711 0.51605
7174 3.82782 -6.20956
7175 8.26797 -5.93247
7176 3.38810 -4.53742
7177 -2.33612 -7.37233
7178 -2.97266 -8.19125
7179 -2.32186 -8.45326
7180 4.95720 -7.62103
7181 -3.11687 -7.35434
7182 3.24786 -7.48605
7183 8.71771 -3.67483
7184 1.53908 -6.75399
7185 -2.43517 -4.24092
7186 -3.08180 -5.50000
7187 8.74746 -6.26815
7192 14.89160 -11.12756
7214 2.00192 -10.87397
7215 3.55435 -9.09153
7216 6.56349 -9.05232
7217 -2.99959 -10.71989
7218 9.55089 -9.78307
7535 -3.51897 -2.86728
7536 16.86817 6.61103
7537 4.27085 11.53161
14578 11.28432 -11.00612
14579 -3.36832 -1.96753
-99
DJI_20211224092324_0133 H_34.99999_23.32763
3275 -3.55637 2.56699
3566 10.16708 3.66803
4366 -9.63164 6.97168
4416 16.81293 6.96491
4417 16.80685 9.27647
4419 16.84888 11.20027
4527 16.90736 2.94552
4543 17.36599 3.42802
5050 -15.41058 -3.06192
5051 -14.40713 -5.50052
5052 -8.07681 -10.04846
5053 -6.27508 -9.34425
5054 -6.92489 -10.94727
5055 -4.76899 -7.21993
5063 -12.18637 -8.32193
5064 -10.53040 -8.71590
5069 -10.09586 -8.12261
5070 -11.56040 -10.80372
5158 -8.01227 -8.71414
5178 -13.42701 -10.56281
5179 -15.65892 -8.63079
5180 -7.08128 -7.25106
5181 -15.86203 -3.61665
5183 -6.12210 -3.23339
5184 -5.74561 -5.47793
5185 -11.49818 -5.97255
5186 -8.26893 -2.66218
5187 -10.70587 -5.33463
5188 -9.65320 -3.40055
5189 -13.19115 -4.64577
5190 -12.42587 -3.66769
5607 -8.79916 1.85590
5609 -5.50490 -1.42361
5613 -6.07398 0.01919
5617 -7.45019 0.03840
5620 -15.49093 1.19893
5621 -10.72203 -0.79213
5622 -12.43541 0.55550
5623 -15.15149 -1.10488
5624 -4.27433 1.17762
5634 -3.54786 -2.50391
5635 -1.66042 1.26038
5636 4.82452 2.16194
5640 3.37848 2.03482
5643 -1.69783 1.32110
5644 2.67950 2.11678
5652 17.30236 2.54875
5653 17.05505 2.51549
5654 10.69271 2.27761
5758 -8.66733 8.45445
5759 -16.91506 8.23783
5760 -11.18527 11.16635
5761 -8.79877 7.31761
5762 -13.80482 8.85502
5763 -14.15287 10.14199
5764 -13.23670 7.15327
5765 -8.42223 10.11427
5766 -4.94760 4.66722
5767 -14.66285 3.17610
5768 -11.71490 5.84681
5769 -7.80099 4.93843
5770 -4.45119 7.15863
5773 -17.10375 6.99449
5803 -0.64829 11.10499
5804 4.43188 9.18040
5806 -2.63463 7.46704
5807 0.87650 10.37438
5809 7.28438 9.55937
5810 1.00076 7.54909
5811 -3.74892 7.99113
5812 -3.31162 8.34167
5842 2.81856 7.23913
5852 -2.79499 7.32022
5853 -3.98425 10.56258
5872 -3.73345 6.26882
5878 0.24591 6.80813
5879 -0.99186 6.74039
5880 -3.48461 4.40283
5890 7.71136 7.05905
6386 -1.42002 2.82302
6387 4.39906 2.68489
6388 5.39552 4.14267
6389 2.96579 2.81950
6390 6.66030 4.81690
6391 2.47208 3.98623
6392 6.63711 3.96174
6393 -3.76290 5.73500
6422 15.97821 6.81119
6423 12.29613 11.16641
6424 16.20656 9.34841
6425 12.66543 10.29594
6426 16.31818 9.61523
6427 12.74621 10.12038
6428 15.83275 11.21333
6430 16.51769 9.30087
6431 12.50049 7.36045
6432 16.42610 11.37588
6433 16.58303 7.34548
6553 16.11486 4.21277
6554 13.46962 5.77639
6555 13.43635 5.56303
6556 13.14713 2.60012
6557 12.61838 5.54751
6855 -3.18888 -10.96873
7064 16.63678 2.25185
7065 16.78835 2.09155
7066 16.08675 -9.01790
7069 12.10890 -7.68690
7081 15.40277 -1.81006
7082 13.13646 -1.87937
7089 13.06435 -2.36085
7091 15.72577 -3.65109
7092 17.05782 -2.43704
7093 12.08950 -4.50765
7094 16.14885 -3.83126
7095 15.35597 -4.70796
7096 12.35092 1.23503
7097 16.75657 -0.33156
7098 -15.25877 2.40786
7099 -11.47344 2.25671
7100 14.50897 -8.72619
7101 15.81664 -7.51185
7102 13.93185 -8.37660
7103 14.44789 -9.14330
7123 10.77003 -3.63418
7124 -3.29733 -2.81852
7125 4.45097 1.25169
7126 5.28514 -0.62651
7127 6.98752 -2.01831
7128 3.33502 -0.16759
7129 9.68077 -2.04538
7130 3.08042 0.31641
7131 9.94923 1.17808
7132 4.99921 -1.87323
7133 3.32659 -0.86432
7134 3.39451 -1.94781
7135 3.29197 -0.42267
7136 -2.96341 -1.37789
7140 4.61812 -7.37791
7141 4.01211 -7.55037
7142 -1.50087 -7.61553
7143 -1.39761 -7.56844
7144 3.77414 -7.43418
7145 -3.18295 -7.62958
7146 9.54396 -5.93378
7147 4.63177 -3.97970
7148 -2.51085 -5.58029
7149 9.32776 -6.19644
7150 3.05590 -6.23605
7151 -3.00367 -6.61382
7152 1.07376 -3.93212
7174 4.00136 -10.62075
7175 8.43062 -10.34319
7176 3.56615 -8.96467
7183 8.87942 -8.12261
7184 1.72069 -11.16942
7185 -2.24360 -8.67145
7186 -2.88622 -9.92012
7187 8.90652 -10.67845
7535 -3.32037 -7.30454
7536 17.08455 2.26548
7537 4.48223 7.13835
14579 -3.17633 -6.40833
-99
DJI_20211224092325_0134 H_34.99999_23.32763
3275 -3.35326 -2.21673
3566 10.37329 -1.10001
4366 -9.44558 2.22620
4416 17.04810 2.29619
4417 17.06292 4.62188
4419 17.12264 6.57618
4430 -14.88011 11.41195
4431 -8.95561 10.42775
4432 -10.46475 10.09871
4433 -4.86589 10.39040
4434 -12.07925 10.06761
4435 -4.73912 7.20278
4436 -16.82597 9.83821
4437 -12.57157 8.87479
4526 17.33851 2.16455
5181 -15.62434 -8.43714
5183 -5.90472 -8.03426
5184 -5.53223 -10.22860
5185 -11.27199 -10.68916
5186 -8.05267 -7.45015
5187 -10.47341 -10.09778
5188 -9.43388 -8.16111
5189 -12.95286 -9.39928
5190 -12.20272 -8.43417
5607 -8.59704 -2.91805
5609 -5.29227 -6.22178
5613 -5.86795 -4.75504
5617 -7.25563 -4.75168
5620 -15.29021 -3.52815
5621 -10.51187 -5.55600
5622 -12.22924 -4.19379
5623 -14.93838 -5.82949
5624 -4.07158 -3.59898
5634 -3.34522 -7.27656
5635 -1.45737 -3.52444
5636 5.02446 -2.61979
5640 3.57864 -2.74638
5643 -1.50206 -3.45407
5644 2.87681 -2.66303
5653 17.24851 -2.17267
5654 10.89250 -2.49124
5751 -17.07272 7.74396
5752 -10.93479 8.79851
5753 -7.38915 9.59913
5754 -16.65156 5.36091
5755 -11.69936 8.55559
5756 -12.22265 7.19944
5758 -8.48345 3.70359
5759 -16.78052 3.54398
5760 -11.02294 6.46760
5761 -8.61335 2.57077
5762 -13.64270 4.14436
5763 -14.01328 5.44109
5764 -13.05789 2.40114
5765 -8.24197 5.34539
5766 -4.74930 -0.11692
5767 -14.47857 -1.55992
5768 -11.53148 1.10775
5769 -7.61308 0.17510
5770 -4.25520 2.40665
5773 -16.95109 2.30181
5775 -3.57182 8.74924
5776 7.99556 9.93136
5777 4.92350 7.61975
5778 1.13386 8.68440
5779 6.61678 9.05821
5780 2.93450 10.25527
5781 -3.77066 7.84291
5782 -0.66777 10.12334
5783 -1.49293 7.43257
5784 1.92615 7.80401
5785 7.16685 7.58232
5786 -3.72650 9.92116
5787 -3.89707 8.90089
5788 8.04645 10.34357
5789 0.55036 7.17623
5790 0.01013 9.53200
5791 7.74684 7.41474
5792 7.83423 7.09936
5797 5.75128 7.49085
5800 8.17377 10.44710
5801 2.56015 10.40787
5803 -0.44500 6.37740
5804 4.64274 4.43342
5806 -2.43427 2.71339
5807 1.08781 5.63731
5809 7.49968 4.82265
5810 1.20369 2.79229
5811 -3.55763 3.25171
5812 -3.11300 3.58719
5842 3.02649 2.47590
5852 -2.59480 2.55646
5853 -3.79569 5.83495
5872 -3.54168 1.49984
5878 0.44942 2.02273
5879 -0.79602 1.96955
5880 -3.28259 -0.38259
5890 7.92801 2.29894
6386 -1.21713 -1.95518
6387 4.59926 -2.09671
6388 5.60065 -0.63382
6389 3.15781 -1.96427
6390 6.87003 0.04042
6391 2.68075 -0.79222
6392 6.84308 -0.81878
6393 -3.56414 0.96755
6406 13.09618 10.81153
6407 16.60455 9.78807
6408 16.18195 10.82350
6409 16.43655 10.84589
6410 16.56900 11.22183
6411 13.19835 10.94937
6412 16.47251 11.16823
6413 17.01236 9.04976
6414 16.74911 9.41407
6415 16.33284 10.29067
6416 17.30318 11.16128
6417 17.35684 9.14037
6422 16.20410 2.12798
6423 12.54374 6.46580
6424 16.45416 4.69853
6425 12.90894 5.58772
6426 16.57149 4.96466
6427 12.98883 5.41076
6428 16.09825 6.57440
6430 16.77019 4.64842
6431 12.72466 2.62324
6432 16.69899 6.74683
6433 16.81629 2.67200
6434 16.25187 8.55828
6531 16.80737 8.32293
6533 16.65770 8.54917
6553 16.32076 -0.47518
6554 13.69147 1.06753
6555 13.65560 0.83637
6556 13.34456 -2.15608
6557 12.83315 0.80192
6689 -2.50568 10.54780
6690 5.66900 10.88305
6722 16.25540 11.39493
7064 16.82293 -2.44107
7065 16.97965 -2.59645
7081 15.56711 -6.50045
7082 13.29685 -6.62127
7089 13.23502 -7.09850
7091 15.87251 -8.32891
7092 17.20856 -7.11836
7093 12.25101 -9.24198
7094 16.29312 -8.50784
7095 15.48601 -9.38318
7096 12.54230 -3.51879
7097 16.92163 -5.02332
7098 -15.06686 -2.32170
7099 -11.27742 -2.49770
7123 10.94079 -8.38540
7124 -3.09492 -7.58928
7125 4.64944 -3.53041
7126 5.47818 -5.40785
7127 7.16668 -6.78726
7128 3.52846 -4.94978
7129 9.86202 -6.82072
7130 3.27762 -4.46628
7131 10.14481 -3.60510
7132 5.18888 -6.64848
7133 3.52296 -5.64455
7134 3.58521 -6.72558
7135 3.48839 -5.20317
7136 -2.75909 -6.16743
7146 9.70843 -10.68235
7147 4.81861 -8.73802
7148 -2.30717 -10.33958
7149 9.49565 -10.94523
7150 3.24109 -10.98289
7151 -2.79543 -11.35962
7152 1.26313 -8.70328
7536 17.27660 -2.42473
7537 4.69329 2.37651
11388 11.57037 9.66447
14579 -2.97454 -11.15363
14580 -4.10310 9.71522
14581 -3.88621 7.46487
-99
DJI_20211224092327_0135 H_34.99999_23.32763
3275 -3.14160 -6.92719
3566 10.56198 -5.79585
4363 -4.23069 10.51652
4364 -3.80725 7.40127
4372 -10.96830 11.30999
4373 -6.02698 8.87359
4374 -15.55965 9.70307
4375 -15.47911 8.06527
4376 -15.44477 10.38430
4380 -8.72478 9.98704
4385 -10.47556 9.29388
4387 -11.98844 9.76437
4395 -10.90911 8.58665
4396 -12.96252 10.97217
4401 -10.67992 11.08063
4402 -15.49337 10.80544
4405 -6.77412 10.95461
4410 -8.36958 7.42701
4411 -12.29951 7.37701
4412 -16.50762 7.24573
4417 17.28588 0.00669
4430 -14.75273 6.83011
4431 -8.77319 5.79332
4432 -10.28709 5.47828
4433 -4.65192 5.72265
4434 -11.91005 5.45143
4435 -4.54963 2.53114
4436 -16.68914 5.26495
4437 -12.39644 4.22331
5607 -8.38158 -7.59235
5609 -5.07453 -10.90370
5613 -5.66003 -9.42095
5617 -7.04168 -9.43580
5620 -15.07158 -8.15370
5621 -10.28398 -10.20904
5622 -12.00883 -8.83192
5623 -14.69723 -10.43716
5624 -3.87728 -8.27783
5635 -1.24902 -8.21554
5636 5.21765 -7.30859
5640 3.77719 -7.43548
5644 3.07641 -7.35452
5653 17.40841 -6.77692
5654 11.07427 -7.18382
5751 -16.91847 3.14519
5752 -10.75704 4.16673
5753 -7.20413 4.96809
5754 -16.47360 0.70529
5755 -11.51732 3.92596
5756 -12.04372 2.54947
5758 -8.28215 -0.99024
5759 -16.60684 -1.09282
5760 -10.83230 1.82132
5761 -8.41205 -2.10844
5762 -13.45111 -0.51209
5763 -13.83660 0.78772
5764 -12.86392 -2.28390
5765 -8.04066 0.62089
5766 -4.54802 -4.81906
5767 -14.26388 -6.19908
5768 -11.32846 -3.55914
5769 -7.41057 -4.50424
5770 -4.04543 -2.29218
5773 -16.75905 -2.32444
5775 -3.36600 4.09291
5776 8.23427 5.27162
5777 5.16077 2.95309
5778 1.34626 4.02336
5779 6.84821 4.40329
5780 3.16398 5.59586
5781 -3.56431 3.17700
5782 -0.45157 5.47216
5783 -1.28613 2.76295
5784 2.14457 3.13755
5785 7.39646 2.89198
5786 -3.51550 5.26443
5787 -3.69664 4.24288
5788 8.28918 5.69140
5789 0.76618 2.50030
5790 0.23846 4.86105
5791 7.98069 2.73562
5792 8.06485 2.42083
5797 5.97670 2.81674
5800 8.42619 5.79728
5801 2.78229 5.75982
5803 -0.23406 1.69022
5804 4.86039 -0.26096
5806 -2.23035 -1.99059
5807 1.30266 0.94411
5809 7.71821 0.13189
5810 1.41256 -1.90587
5811 -3.34857 -1.45066
5812 -2.90918 -1.10930
5842 3.23663 -2.22188
5852 -2.38962 -2.13535
5853 -3.59169 1.15157
5872 -3.33582 -3.18821
5878 0.65415 -2.69301
5879 -0.58777 -2.73150
5880 -3.07651 -5.09014
5890 8.13676 -2.39913
6386 -1.00872 -6.65412
6387 4.79176 -6.79287
6388 5.79723 -5.32918
6389 3.35708 -6.66634
6390 7.06671 -4.66689
6391 2.88111 -5.49007
6392 7.03792 -5.52204
6393 -3.35791 -3.72743
6406 13.35821 6.18772
6407 16.87770 5.20507
6408 16.46108 6.25294
6409 16.71841 6.27527
6410 16.85711 6.65860
6411 13.45976 6.33202
6412 16.75993 6.60163
6413 17.27593 4.46150
6414 17.01974 4.82965
6415 16.60964 5.71211
6418 16.61959 7.71490
6422 16.40797 -2.49830
6423 12.77487 1.80051
6424 16.67453 0.07424
6425 13.13559 0.91582
6426 16.79680 0.34644
6427 13.21506 0.73911
6428 16.33747 1.96000
6430 16.99413 0.02197
6431 12.93514 -2.05825
6432 16.94230 2.13848
6433 17.02142 -1.95226
6434 16.51169 3.95832
6531 17.06613 3.72572
6533 16.91873 3.95242
6544 0.89250 11.51610
6545 -3.84867 11.15599
6552 13.29272 9.50823
6553 16.49987 -5.10029
6554 13.89415 -3.58441
6555 13.85517 -3.82509
6556 13.51881 -6.82739
6557 13.02801 -3.87932
6567 6.58428 9.74810
6645 3.72846 8.56297
6646 8.60728 10.71019
6647 0.33601 9.04324
6648 7.33650 10.61401
6649 -2.08960 9.93517
6650 -4.04488 10.27955
6651 -1.64930 7.48005
6657 8.12411 7.90627
6689 -2.29352 5.89908
6690 5.90362 6.23881
6697 10.43306 7.05141
6709 12.86165 11.36843
6721 16.59695 11.07648
6722 16.54603 6.83476
6725 13.13024 7.56600
6726 16.85330 8.44692
6727 16.40663 8.62494
6728 13.41171 8.08441
6741 16.87500 9.68702
6742 12.79881 11.49975
6743 15.79163 11.19717
7064 16.98219 -7.04712
7065 17.13586 -7.20001
7081 15.69305 -11.07666
7082 13.43565 -11.24612
7096 12.71264 -8.18396
7097 17.05221 -9.60991
7098 -14.84809 -6.95820
7099 -11.06081 -7.15936
7125 4.83920 -8.21532
7126 5.66161 -10.08099
7127 7.33042 -11.44603
7128 3.72385 -9.62298
7129 10.02124 -11.47945
7130 3.47159 -9.14938
7131 10.32188 -8.29514
7132 5.36812 -11.31601
7133 3.71074 -10.31606
7134 3.77257 -11.39521
7135 3.68103 -9.87700
7136 -2.55177 -10.84704
7537 4.90385 -2.31683
11388 11.82005 5.00764
14580 -3.90105 5.06480
-99
DJI_20211224092328_0136 H_34.99999_23.32763
4363 -4.05181 6.05279
4364 -3.62661 2.92780
4366 -9.05236 -6.93446
4372 -10.81934 6.87882
4373 -5.84129 4.39069
4374 -15.42157 5.27538
4375 -15.34134 3.62761
4376 -15.34153 5.96715
4380 -8.55051 5.52656
4385 -10.31897 4.83802
4387 -11.84006 5.32271
4395 -10.74194 4.11641
4396 -12.81058 6.53449
4401 -10.53006 6.64546
4402 -15.36975 6.40019
4405 -6.61346 6.48463
4410 -8.19498 2.92874
4411 -12.13624 2.89869
4412 -16.36414 2.80875
4430 -14.59276 2.37792
4431 -8.60425 1.31753
4432 -10.12388 0.99838
4433 -4.46035 1.20355
4434 -11.74071 0.97981
4435 -4.35633 -1.97918
4436 -16.53494 0.81803
4437 -12.21689 -0.28739
5751 -16.75227 -1.30270
5752 -10.58340 -0.31566
5753 -7.02832 0.48184
5754 -16.28331 -3.77940
5755 -11.34933 -0.55272
5756 -11.86104 -1.94455
5758 -8.09014 -5.49982
5759 -16.39545 -5.53392
5760 -10.65268 -2.66591
5761 -8.22338 -6.59811
5762 -13.24670 -4.99791
5763 -13.63693 -3.67852
5764 -12.67375 -6.78415
5765 -7.85633 -3.92084
5766 -4.35339 -9.31974
5767 -14.04181 -10.63275
5768 -11.12934 -8.02706
5769 -7.21362 -8.99120
5770 -3.86516 -6.78240
5773 -16.55305 -6.76742
5775 -3.18313 -0.41800
5776 8.43123 0.77072
5777 5.33216 -1.56289
5778 1.53817 -0.49741
5779 7.03241 -0.09137
5780 3.35536 1.07847
5781 -3.38408 -1.32760
5782 -0.25870 0.95236
5783 -1.10488 -1.75095
5784 2.32928 -1.38509
5785 7.57930 -1.61486
5786 -3.33368 0.75328
5787 -3.51291 -0.26908
5788 8.47690 1.19036
5789 0.94913 -2.01826
5790 0.42697 0.35219
5791 8.18357 -1.77389
