8back01053 H_25.39998_16.93332
7169 5.75668 -3.94051
7171 -3.35007 -3.81540
7375 -2.23099 -5.58046
7376 5.43037 -2.94099
7378 -0.06357 1.25958
7379 -10.00740 6.38466
7380 9.02089 -1.38785
7382 11.42093 0.94707
7383 8.86117 0.59691
7384 -3.24941 4.70933
7385 -2.83605 1.30883
7386 8.03751 6.12232
7387 8.10741 1.70400
7388 -11.83438 4.10733
7389 -8.61959 5.70861
7390 -2.51990 4.74261
7391 -7.34231 7.24708
7392 7.36064 8.09405
7394 9.78708 4.47267
7395 1.09652 -4.29350
7396 -5.43586 1.68113
7397 -2.97002 -2.09202
7398 7.23952 4.81669
7399 -3.40685 8.20949
7400 9.40435 -3.32018
7403 -10.22343 7.27542
7527 -5.44730 -6.73738
7533 -10.39368 3.82803
7534 -3.76918 -5.16393
7537 -6.08394 -7.97408
7538 -5.08737 -5.12556
7539 -4.43116 -7.21913
7540 -10.48911 -5.77431
7541 2.46057 -8.34110
29358 -11.76979 2.70621
29360 0.63756 6.67968
29361 -0.24233 -7.48229
-99
8left01055 H_25.39998_16.93332
7174 -5.46720 -3.75565
7179 2.26390 -6.07858
7180 -1.08493 -6.38430
7181 4.44280 -3.53048
7183 3.03154 6.70087
7185 -4.83152 6.41881
7189 2.63996 7.39442
7190 -3.68721 -2.37687
7193 3.67256 3.61427
7195 -1.77470 5.97643
7197 4.21753 -4.28458
7203 4.25165 5.93060
7204 0.93258 -2.55081
7205 -4.04604 1.19279
7206 1.38699 5.59223
7207 2.76746 3.25119
7209 -3.38500 7.21321
7211 1.20652 1.44752
7213 0.84559 8.15067
7215 1.98231 6.88789
7218 -0.85349 0.73601
7219 -3.04342 -6.54996
7223 -0.47056 -4.43328
7224 4.53180 6.35868
7225 2.03516 -5.54186
7228 4.16642 -6.10323
7229 4.08798 -0.69045
7230 -0.84492 2.13350
7232 4.95343 3.75748
7233 -1.58998 -6.02869
7234 -5.01226 4.94101
7236 -6.23808 1.89718
7238 1.73036 2.01792
7239 2.42227 2.18485
7240 -4.73572 1.45322
7241 -6.22978 -0.56794
7242 9.21665 -2.21553
7244 -3.82766 -5.07314
7245 -2.94313 -6.76581
7246 9.40233 -1.14667
7247 9.86057 5.24542
7249 -1.31235 4.09384
7250 -1.03956 0.33091
7253 -10.59462 4.51858
7254 -9.02696 5.77373
7413 6.06291 2.24376
7414 -1.58587 6.33355
7415 -5.18412 -2.36009
7417 -1.96530 -3.60799
7418 1.43571 5.96488
7419 -4.35562 0.00736
7421 2.96196 -7.03234
7422 -9.44663 -4.55529
7423 -3.16837 2.53800
7424 -8.50591 7.38639
7426 -5.93743 6.32737
7427 -4.17197 -5.94727
7428 -3.12486 4.94742
7429 -5.23044 -4.67538
7430 -9.46079 -2.35000
7431 -7.98642 -0.13243
7432 2.45609 0.86910
7433 -8.28967 0.36930
7434 0.03291 -6.56496
7436 1.79567 3.91016
7437 -8.48855 -2.85815
7440 9.10874 6.44556
7441 1.98193 -1.54979
7442 -6.77755 -1.19971
7443 1.68392 -0.19913
7444 -0.66479 -2.37170
7445 4.59627 -1.92790
7446 -9.17649 0.95553
7448 5.17930 6.11493
7449 6.69640 -2.12214
7450 4.78073 -6.89737
7451 11.14051 -6.77073
7452 5.28248 1.11711
7453 6.29892 4.56970
7455 -8.62259 3.02066
7456 -8.55198 -7.48123
7457 5.23419 4.28363
7458 3.66046 -3.67315
7459 -8.76545 4.02514
7460 11.85828 3.00191
7461 5.41415 1.24037
7462 6.73140 -4.72160
7464 -9.07898 -1.27457
7466 -7.42998 -7.21896
7469 -0.48634 3.34195
7542 -10.25220 -3.87546
7543 -7.37761 3.86283
7544 -12.31364 -2.46325
7546 5.33361 -7.06562
7547 -11.93831 -7.78860
7549 -10.05133 2.49199
7550 -12.20049 -6.53316
7553 -8.39800 -6.67758
7554 -10.25911 -3.75589
7556 -11.55786 -1.41922
7557 -10.36384 -4.56885
7559 0.54655 -6.84484
7560 -12.17917 0.40404
7563 -8.95266 -1.23117
7564 -11.98893 6.67990
7565 5.60399 -2.23400
7566 -0.99620 -2.49894
7568 5.08495 -0.26854
7569 9.50551 -7.06041
7570 -7.92563 -6.18700
7571 -8.32755 3.87862
7572 -12.34092 3.80794
7573 9.45376 5.78587
7574 -11.28016 6.60379
7576 -11.60885 -1.72780
7577 -12.04993 2.04731
7582 -8.51640 -0.05308
7586 -1.44604 7.23360
7588 -3.28285 4.86223
7591 -9.86667 -2.34786
7592 4.87672 7.60995
7593 2.12615 1.66379
7594 -3.35582 2.76864
7595 -4.92691 3.61381
7596 3.71084 5.53760
7598 -2.61882 5.06271
7599 0.16447 5.46988
-99
8right01055 H_25.39998_16.93332
7264 -4.72797 2.19930
7330 -0.70470 7.70876
7334 0.15004 2.55763
7336 -11.71756 7.92537
7337 0.79977 4.84446
7338 0.04813 7.59287
7339 -4.79948 -2.30934
7472 2.60604 -2.49239
7473 -6.74680 1.06017
7475 2.91278 7.87229
7476 3.66751 1.38193
7478 6.54816 -0.24511
7479 -3.51602 -0.61892
7481 -7.82752 -4.88818
7482 6.55894 3.45847
7484 4.62487 0.84864
7485 4.19829 2.18509
7487 3.44654 4.72795
7488 -4.92323 -6.39878
7600 -4.17796 1.71928
7601 3.81116 5.76919
7603 -2.96360 -6.89152
7604 1.32047 -6.26447
7605 7.20012 -4.46077
7606 -3.07038 4.83234
7608 3.41569 -3.62841
7609 10.75913 -3.97448
7610 9.20555 -7.61642
7611 1.63251 -6.83979
7613 11.09039 -2.23637
7614 -5.84159 -3.99792
7615 -2.24095 4.84895
7617 3.67368 -3.88750
7619 1.56912 -5.96348
7620 2.96852 -3.68715
7621 1.46673 -0.18864
7622 1.68520 -3.20254
7623 -0.06899 -1.13262
7624 -2.54594 0.85565
7625 1.55812 3.84172
7626 -6.32836 -0.32228
7627 6.53915 -7.79024
7628 5.12232 2.11433
7629 -0.56526 2.21898
7630 4.23918 2.42669
7631 -2.50872 6.89429
7632 0.19070 0.19617
7633 5.13824 5.12868
7634 -5.37773 -7.03587
7635 0.47333 -5.25698
7636 9.25581 -3.73915
7637 -2.74650 6.49838
7638 -4.64074 5.27593
7640 -2.19119 -1.23351
7641 -3.43594 -2.75724
29547 9.14801 5.58788
29548 -5.48990 4.95648
-99
8back01056 H_25.39998_16.93332
7015 7.29559 -2.46308
7023 2.07742 -1.84299
7034 3.33517 -1.21582
7038 4.42004 -6.82400
7048 5.45881 -5.24552
7054 1.99745 -6.30160
7057 -11.06735 3.17334
7058 -2.63436 -4.41970
7070 3.77713 -0.11358
7072 2.82630 -4.37706
7077 -4.29898 0.54831
7079 7.31233 -6.57053
7082 -0.79631 -6.26114
7084 6.14881 -2.25485
7085 2.42276 -4.57934
7086 7.33800 0.95121
7087 0.85907 -0.51634
7088 5.40950 -4.80781
7089 9.77659 0.36443
7090 4.74683 -7.20685
7091 5.12355 1.49223
7092 3.18482 1.99155
7093 1.00392 -0.04376
7341 9.87183 -5.57284
7342 5.45198 -5.81849
7346 5.05270 -4.19225
7363 3.30765 -8.29521
7364 9.09725 -6.45625
7366 9.03404 -1.56153
7503 10.61973 -5.53294
7504 5.34804 -6.90715
7505 -11.26132 0.77850
7507 7.45461 -7.19182
7508 9.87707 -7.62087
7509 5.05582 5.93823
7510 8.06384 -4.67585
7511 -1.75703 -5.52215
7647 -4.75889 7.93759
7648 -9.57930 7.96545
7649 4.02196 -4.05186
7651 -1.42146 3.89514
7653 1.15802 8.19537
7654 -5.79188 -2.84950
7655 -6.78183 1.82127
7656 -2.71977 4.11864
7657 1.05742 3.45437
7658 -7.51212 0.50251
7659 -7.58949 8.17712
7660 -8.96129 -4.89467
7661 -8.05870 -3.40414
7662 -10.64808 7.75091
7663 -7.81781 7.94676
7664 3.01189 1.83011
7666 -1.33746 7.67091
7667 -8.20688 2.30010
7668 -2.03202 -1.46738
7669 -4.46109 -3.86081
7670 -9.70450 0.33252
7671 -5.35221 7.94120
7672 -4.02436 8.33186
7673 0.38193 4.00626
7674 6.34820 7.12986
7675 -5.18496 4.55941
7676 -4.63181 4.80031
7677 -8.43771 5.60637
7678 -2.81533 -1.54848
7679 2.59846 4.21265
7680 -4.17904 2.64620
7681 1.11984 -4.03983
7682 7.24541 5.16474
7683 -0.70157 2.27145
7684 -11.14234 -7.54783
7685 -2.31907 6.89221
7687 -3.52949 0.11945
7688 -2.31677 -6.16508
7689 -2.32428 8.04825
7690 0.57300 5.39660
7691 -10.58569 2.66468
7692 -5.98267 0.25584
7693 -12.31574 1.25591
7694 -10.63220 5.62795
7695 -4.25222 -3.86673
7696 -5.05846 -2.17937
7697 3.87893 -6.72634
7698 -0.04497 8.36368
7699 -7.24848 -6.11580
-99
8down01056 H_25.39998_16.93332
2156 10.85890 -0.74719
2157 11.31044 -1.05725
2174 0.37692 -5.34908
2571 11.08020 -1.93408
3091 4.02253 8.28094
4814 9.65022 -1.47672
5108 -0.62760 -6.08151
5153 -12.25248 6.33270
5154 -8.42035 6.85639
5155 -7.00252 7.09154
5158 -12.26400 8.19622
5160 7.26001 7.27786
5161 -8.84948 4.50360
5164 -10.65961 0.77535
5165 -12.29267 1.30602
5166 -11.06743 2.83345
5169 -9.57357 -2.13110
5170 -8.74234 -0.49920
5174 5.16177 0.22627
5175 -8.66393 1.58422
5176 4.71301 3.15414
5177 -11.06480 5.36333
5179 -6.87275 1.49571
5180 -9.01820 7.49681
5181 -4.51593 -0.60527
5190 -11.50852 -1.50549
5194 -11.43244 -2.82485
5202 -7.76984 -4.33171
5203 -10.39082 -3.91175
5205 -9.42712 -3.87530
5207 -11.16325 -5.22085
5208 -7.28483 -4.03205
5209 -4.36111 -3.80851
5216 -11.83065 -4.45433
5218 2.41042 -4.89705
5219 6.17606 -0.22369
5220 -7.17931 -1.59633
5221 -4.64312 3.70287
5222 3.68089 -0.98994
5223 2.19043 -2.74142
5224 -9.39795 -0.89691
5225 -12.02032 3.01760
5227 2.36159 -0.08179
5228 -7.18533 1.20569
5229 3.11981 -1.86669
5230 4.85548 5.95419
5232 5.13299 4.01915
5234 -3.58032 -6.43397
5235 -9.62262 -5.45339
5239 7.68311 -8.19347
5240 -6.26692 -6.39334
5242 -3.80015 -7.59391
5243 -5.26931 -7.99072
5247 -1.86958 -3.34136
5249 -9.76511 -7.66116
5250 -10.95244 -6.48966
5251 -1.74614 -7.69532
5252 -7.34894 -7.14381
5253 2.49255 -5.09666
5255 -9.32031 -8.07809
5257 -7.33325 -1.57622
5258 -8.70617 1.13680
5261 11.10947 -4.37486
5264 -2.59710 -3.19865
5265 -3.79119 -1.66954
5266 4.71315 0.59258
5267 -1.60203 -0.54209
5269 -7.34238 2.16910
5270 -5.01475 1.16538
5287 10.61384 -1.10136
5513 -3.25098 -3.25487
5525 7.36436 -1.49439
5531 5.96680 -4.77716
5532 1.42846 -4.91109
5534 5.04690 0.39110
5535 6.90134 -7.47612
5536 -1.27266 -5.48037
5537 -1.19741 -8.05012
5538 -2.11382 -6.78525
5552 4.87144 -0.68381
5567 6.38991 -5.59738
5576 2.05515 -5.09657
5577 1.93809 -7.05484
5578 2.75636 -6.88086
5579 4.94401 -6.13932
5584 1.76676 -7.79257
5585 9.59304 -5.62783
5627 7.78586 -6.93165
5631 7.96378 -4.59050
5722 7.46090 3.44298
5724 10.35193 7.42648
6452 11.51369 -1.38167
6456 9.67743 -5.56240
6622 9.72584 -1.72685
6674 9.71050 -3.65980
6730 8.43005 3.28435
6732 5.55397 -6.14163
6736 6.83460 -6.42463
6738 8.56155 -5.14776
6810 4.93318 -5.53917
6811 9.58340 3.28803
7095 -2.15699 -5.72150
7369 5.63931 -5.82853
7522 11.29462 -7.63629
7523 -6.35026 3.64985
7700 -4.36633 3.16304
7701 10.35193 7.42648
7702 7.44476 6.53159
7703 8.55139 6.93977
7706 12.17677 3.35393
7708 10.13090 6.02426
13915 7.65499 -8.02453
29355 11.50475 6.45082
29356 8.51267 -3.03125
29357 12.33893 3.48700
-99
8front01056 H_25.39998_16.93332
7170 6.51964 0.01925
7377 -9.76748 1.03533
7402 3.57560 1.71696
7404 8.95332 -1.21512
7405 11.52436 -2.18419
7406 3.56010 1.10501
7407 12.19642 -0.99002
7529 3.40174 4.33572
7532 -11.19196 -3.42451
7533 -10.99425 8.11408
7534 -3.69780 -3.03112
7709 -11.08802 -3.51488
7713 -10.38716 -0.48529
7714 5.47998 3.68790
7715 1.64473 1.86300
7717 -4.81884 -7.21319
7718 9.26210 -6.89903
7719 0.99377 -0.72372
7720 0.19349 4.20754
7721 10.57636 -6.98720
7722 5.67523 2.68940
7723 5.30615 1.46611
7724 4.02179 -0.09027
7726 4.30237 -3.09621
7727 9.65988 -0.51378
7728 4.72889 -7.24035
7729 -7.80283 3.94178
7731 -5.64645 -6.59669
7738 -5.81808 -6.25139
7739 -10.91204 -3.09103
29358 -12.39206 6.57460
-99
8left01056 H_25.39998_16.93332
7174 -2.83473 -3.60620
7180 1.18971 -6.25944
7186 8.12449 8.08060
7189 5.97984 7.56259
7190 -0.98331 -2.22468
7193 6.68429 3.78445
7195 1.58162 6.15647
7197 6.55116 -4.15082
7199 -0.52932 -5.50674
7203 7.42494 6.10185
7204 3.50619 -2.39855
7205 -1.04596 1.36938
7206 4.61070 5.76457
7207 5.77233 3.43078
7211 4.10251 1.62163
7215 5.30179 7.06100
7217 9.07500 6.59612
7218 2.04037 0.90580
7219 -0.72919 -6.42530
7224 7.73757 6.53541
7225 4.31138 -5.41390
7227 0.28335 -0.71456
7228 6.34962 -5.98192
7229 6.72025 -0.52157
7230 2.16455 2.30582
7232 7.92128 3.93669
7233 0.71018 -5.90438
7234 -1.65415 5.12684
7236 -3.10600 2.06817
7238 4.65477 2.18964
7240 -1.70025 1.62081
7244 -1.35782 -4.93426
7245 -0.65003 -6.64479
7249 1.85986 4.27058
7250 1.82956 0.50027
7253 -7.11233 4.69293
7413 8.88681 2.42988
7415 -2.41632 -2.19987
7417 0.58207 -3.45929
7418 4.69909 6.14192
7419 -1.44454 0.16914
7422 -6.79511 -4.41666
7423 -0.06686 2.71078
7425 -1.29075 0.41762
7426 -2.42565 6.50056
7427 -1.77910 -5.81944
7428 0.18973 5.12545
7429 -2.68494 -4.53086
7430 -6.60786 -2.19241
7431 -4.97155 0.03452
7432 5.27051 1.03646
7433 -5.22708 0.54170
7434 2.27262 -6.44098
7436 4.87903 4.08974
7437 -5.72384 -2.71168
7439 -4.26453 6.12517
7440 12.19409 6.61633
7441 4.60778 -1.39023
7442 -3.88585 -1.03802
7443 4.43534 -0.03207
7444 1.96191 -2.21843
7446 -6.04248 1.12874
7448 8.34221 6.28654
7450 6.89214 -6.78447
7453 9.29293 4.73862
7455 -5.32432 3.19885
7456 -6.19577 -7.36094
7457 8.24791 4.46174
7458 6.05993 -3.52940
7459 -5.37373 4.20045
7461 8.16662 1.41065
7464 -6.13268 -1.10974
7465 -4.19201 2.76631
7466 -5.05714 -7.10078
7467 3.83141 -1.81704
7469 2.60624 3.51645
7470 -5.94322 -0.30936
7542 -7.50851 -3.72454
7543 -4.04501 4.03778
7544 -9.39870 -2.30432
7546 7.42556 -6.93761
7547 -9.51008 -7.66877
7548 -5.10118 -2.50757
7549 -6.76402 2.66064
7550 -9.65310 -6.40347
7551 2.22524 -3.51224
7552 -8.69023 5.26738
7553 -5.94683 -6.54721
7554 -7.50358 -3.60953
7556 -8.57800 -1.26009
7557 -7.67628 -4.41781
7559 2.75897 -6.72334
7560 -9.01599 0.57307
7561 -6.04312 7.29236
7563 -6.00726 -1.06710
7564 -8.29847 6.84466
7565 8.08359 -2.07589
7566 1.63222 -2.34405
7567 -5.80829 3.38796
7568 7.70724 -0.11212
7569 11.62924 -6.92545
7570 -5.44023 -6.05110
7571 -4.97143 4.05707
7573 12.58939 5.97185
7574 -7.58520 6.76288
7576 -8.64949 -1.56584
7577 -8.74211 2.21932
7578 -8.49005 2.62066
7581 -1.34248 6.59577
7585 -9.38362 -0.48978
7743 -10.65424 2.66855
7746 -10.89655 -1.32786
7748 -10.80022 -3.70698
7749 -12.18191 -1.66550
7750 -11.35620 -0.45496
7752 -11.65889 -4.59987
7753 -11.62752 -4.83497
7755 -11.84600 1.82102
7757 -12.10734 6.18601
7758 -10.75890 -4.48640
7759 -9.71421 3.74826
7760 -6.43726 7.61115
7761 -9.73509 7.33294
7764 -1.80749 0.01440
7766 -12.58372 -8.05679
7767 -3.38202 -6.48899
7769 -10.39390 5.74061
7772 -9.03720 7.60436
7774 -2.23683 2.45984
7777 -7.37545 -0.47283
7778 -12.46712 4.91343
7779 -3.40160 4.78460
7780 -10.21205 -7.25897
7781 2.02006 4.52494
7783 -4.01096 -2.41309
7786 5.22376 -6.64804
7787 -2.79080 5.74561
7788 3.92234 -2.99438
7790 -8.66239 2.63982
7791 -2.36935 -3.08328
7795 -11.33181 1.31668
7796 1.87407 -7.04172
7798 -5.15600 -7.80689
7800 2.27759 5.20401
7801 -7.94826 5.84907
7802 1.32042 -3.54606
7803 2.57140 0.83018
7804 -9.25166 -2.74472
7805 -4.38104 -2.65727
7806 0.17615 -4.61047
-99
8right01056 H_25.39998_16.93332
7285 -3.96861 -0.36792
7300 -2.30619 -0.17091
7306 -2.56206 -1.54597
7316 -4.89462 0.37150
7317 -11.13851 -0.97933
7329 -4.37842 -2.63889
7333 -3.81386 2.71920
7335 -6.16902 -0.43179
7474 3.62355 2.35814
7477 1.11569 -3.72020
7479 -6.61380 -0.02436
7480 -9.99841 1.53945
7481 -10.50402 -4.29484
7483 3.52701 -3.50269
7488 -7.61997 -5.78261
7489 -9.67671 -4.35369
7490 -3.35793 7.09752
7491 -6.25032 6.18310
7492 -9.10335 -5.42365
7493 -0.54903 7.41611
7494 -11.77992 5.10206
7495 -10.82017 3.20845
7496 -3.03508 4.34117
7497 -1.83982 5.19796
7498 -10.83839 6.07499
7499 -5.29434 -1.69144
7600 -7.45061 2.30600
7601 0.12089 6.36841
7602 7.61552 7.01935
7603 -5.68922 -6.25358
7604 -1.52341 -5.62610
7605 4.10234 -3.80190
7606 -6.58675 5.40112
7607 7.27451 3.31622
7608 0.38429 -2.99424
7609 7.15208 -3.24128
7610 6.23347 -6.92147
7611 -1.28065 -6.18490
7612 -9.22890 4.72418
7613 7.34498 -1.49346
7614 -8.81503 -3.37253
7615 -5.75607 5.41682
7616 3.91778 4.47281
7617 0.63595 -3.23634
7618 8.05714 3.31637
7619 -1.28731 -5.32746
7620 -0.04647 -3.05267
7638 -8.13661 5.83653
7807 11.23808 -1.26997
7808 11.37882 -3.99642
7809 7.60959 -1.24796
7810 11.21252 -1.05953
7811 10.58161 -2.61904
7813 0.23397 2.19194
7814 3.84587 4.20879
7815 11.19915 -3.34618
7817 8.45042 3.85800
7818 -1.37647 4.91510
7819 6.91191 3.19041
7820 3.14876 7.48544
7821 -1.88778 -6.94372
7822 0.83409 -7.07521
7823 6.43049 7.60241
7824 11.58347 3.10422
7825 10.72133 -4.21298
7826 -8.03383 6.22886
7827 5.94463 -4.19043
7828 1.27085 0.96378
7829 10.29876 -1.55729
7830 -10.03304 -6.12586
7831 -3.90967 -6.95235
7832 6.69959 4.87251
7833 -3.72772 -4.57763
7835 12.23223 0.54978
7836 1.10300 -3.41549
7837 -2.73509 -6.36383
7838 5.75904 0.06530
7839 12.33145 -5.14764
7840 2.41328 3.84318
7841 7.27334 -3.36322
7842 10.06030 1.06942
7843 -1.19053 -2.36957
29606 -2.37999 2.68411
-99
8back01057 H_25.39998_16.93332
7015 6.99018 -3.42994
7041 -3.55141 -6.62793
7057 -10.28478 1.76656
7058 -2.41484 -5.12467
7063 7.18810 -3.42387
7067 7.46613 -3.34513
7076 7.08670 -5.76157
7077 -3.95219 -0.62389
7087 0.92463 -1.63237
7090 4.61094 -7.72688
7093 1.05496 -1.20929
7345 7.58250 -6.40330
7352 10.11731 -1.18970
7365 6.30974 5.20628
7367 8.31509 -7.65110
7368 -9.58335 -7.53556
7509 4.84122 4.01560
7512 8.53558 -3.05013
7514 -8.30663 -5.23390
7647 -4.27860 5.85596
7648 -8.77596 5.94489
7649 3.90166 -4.82389
7650 -8.67024 -2.46761
7651 -1.19955 2.30268
7652 5.55114 -4.59171
7653 1.21959 6.01318
7654 -5.39915 -3.65502
7655 -6.27403 0.52404
7656 -2.41309 2.51364
7657 1.11061 1.88950
7658 -6.99815 -0.63436
7659 -6.95139 6.09750
7660 -8.47300 -5.46993
7661 -7.58272 -4.13658
7662 -9.78913 5.75977
7663 -7.14026 5.90759
7664 2.94183 0.44553
7666 -1.10220 5.51598
7667 -7.63663 0.96686
7668 -1.83880 -2.44667
7669 -4.15046 -4.57782
7670 -9.05843 -0.77377
7672 -3.60045 6.21111
7673 0.48728 2.37429
7674 5.99941 5.03155
7675 -4.72823 2.92214
7677 -7.76499 3.88567
7678 -2.55046 -2.52040
7679 2.56170 2.53757
7680 -3.79761 1.14446
7681 1.16402 -4.79689
7682 6.86980 3.31279
7683 -0.54079 0.87152
7684 -10.58798 -7.89131
7688 -2.12402 -6.80944
7847 0.92342 7.15097
7849 0.88852 7.01962
7850 1.29051 7.03053
7851 -7.24764 7.21485
7852 7.80391 -0.55252
7853 11.88312 1.35962
7854 9.34928 3.47913
7856 -12.34054 -0.43004
7857 0.50671 3.68594
7858 -7.53649 3.51396
7859 4.91574 8.28663
7860 0.67464 -2.45311
7861 0.25423 -4.32160
7862 -11.54954 5.15052
7863 3.72166 -1.60787
7864 -6.84739 1.67181
7865 -7.52460 -2.45076
7866 10.62243 -4.02712
7867 6.24366 6.80357
7870 -1.74488 -2.89914
7871 8.68348 2.74639
7873 -0.74305 -1.04872
7874 -11.26833 -0.44469
7875 10.92709 -0.86211
7876 -7.89841 8.13576
7879 -2.98503 4.86821
7880 10.58694 3.42784
7881 1.18288 -1.08676
7882 1.16825 1.97797
7884 3.31275 1.20761
7885 -0.75985 2.86964
-99
8down01057 H_25.39998_16.93332
2004 11.02079 6.52512
2005 7.53711 1.25519
2157 11.14327 -4.07186
2174 0.46155 -8.05467
3083 7.95965 6.84246
3091 4.03941 4.86466
3449 12.14956 4.15910
4814 9.52327 -4.44801
4941 5.41485 -0.86103
5148 5.27031 7.82350
5149 8.43696 3.10605
5150 -6.99534 5.85476
5151 -12.19253 1.08346
5152 4.49113 7.80755
5153 -11.88457 3.30720
5154 -8.10846 3.31402
5155 -6.73517 3.59362
5156 -9.09868 7.25312
5157 -6.47656 0.60565
5158 -11.88664 5.08571
5159 -12.53923 7.27725
5161 -8.52243 1.05370
5163 4.48387 1.49882
5164 -10.31206 -2.06176
5165 -11.91448 -1.52832
5166 -10.71490 -0.07278
5167 -9.33930 6.73047
5168 -10.11016 -3.23377
5169 -9.24355 -4.86566
5170 -8.43654 -3.31814
5171 -6.63676 6.31686
5172 4.61050 -2.97038
5174 5.15027 -2.77650
5175 -8.33689 -1.63386
5176 4.70019 -0.14572
5177 -10.71911 2.35055
5179 -6.58870 -1.79449
5180 -8.69491 3.86888
5181 -4.31426 -3.52707
5182 -6.52785 -4.83217
5183 -4.95953 5.66586
5184 1.30569 -2.88321
5185 -4.27178 -4.52408
5186 12.10681 -0.01902
5187 7.29294 4.58503
5188 0.37327 -4.73438
5189 -4.85887 6.12217
5190 -11.12913 -4.22611
5192 -1.46525 -3.50183
5193 2.44707 7.46443
5194 -11.05846 -5.48221
5195 7.65561 -5.14486
5196 -0.00696 -3.77996
5202 -7.46455 -7.03080
5203 -10.03023 -6.58328
5205 -9.09723 -6.53394
5207 -10.77797 -7.78261
5208 -6.99771 -6.74549
5209 -4.14614 -6.55860
5216 -11.43861 -7.04385
5218 2.45120 -7.64943
5220 -6.90082 -4.42723
5221 -4.45167 0.87184
5222 3.67754 -3.96932
5223 2.23450 -5.64285
5227 2.40510 -3.08260
5228 -6.89088 -2.06643
5229 3.15617 -4.80221
5230 4.85547 2.71245
5232 5.11514 0.66153
5241 -5.05375 -7.22690
5273 10.63099 -7.78703
5276 -7.27530 -0.83199
5287 10.45003 -4.10354
5376 8.54155 -4.73507
5511 -0.53097 -8.24661
5525 7.28220 -4.45217
5531 5.89709 -7.60749
5532 1.49654 -7.65117
5534 5.02295 -2.60436
5536 -1.14121 -8.15489
5552 4.85746 -3.65795
5576 2.10646 -7.83715
5580 10.70852 -3.89008
5631 7.85523 -7.42983
5632 11.01463 -5.47148
5722 7.38357 0.08892
5724 10.20247 3.66336
5758 8.03128 6.76021
5790 7.84973 -0.01348
6622 9.59243 -4.69603
6674 9.55912 -6.56132
6730 8.33100 -0.08438
6738 8.44491 -7.96176
6810 4.90337 -8.30351
7700 -4.15852 0.30791
7701 10.20247 3.66336
7703 8.45496 3.30227
7886 8.41380 6.97752
7887 9.71076 6.97220
7888 8.56099 5.70663
7889 2.02641 2.31291
7890 11.02531 -1.22914
7891 10.50289 2.36115
7893 10.99960 4.03191
29304 -1.49091 -3.66273
29305 11.22848 5.74425
29530 -4.14884 1.60887
-99
8front01057 H_25.39998_16.93332
7170 6.78752 3.46528
7377 -10.62529 4.56871
7393 -7.03772 -0.12700
7402 3.63932 5.32356
7406 3.62268 4.62548
7408 -8.65061 -5.23205
7528 -9.42653 -0.26827
7529 3.45040 8.17012
7530 -7.62913 -2.78052
7531 -8.01287 1.28739
7532 -12.00550 -0.56111
7535 -9.08941 2.51176
7710 -4.09384 -3.77428
7712 -7.55907 -4.87971
7713 -11.28799 3.00701
7714 5.67243 7.49756
7715 1.58807 5.44791
7716 -2.12220 -5.35569
7718 9.68953 -4.26323
7719 0.89549 2.50180
7720 0.03789 8.01989
7721 11.04390 -4.48374
7722 5.88433 6.46981
7723 5.48682 5.04318
7724 4.11347 3.26524
7725 -4.98623 -4.71081
7726 4.42842 -0.17817
7727 10.13950 2.83777
7728 4.88456 -4.80124
7729 -8.57007 7.99527
7730 0.46719 3.38143
7731 -6.10879 -4.22842
7896 5.61845 -0.36731
7897 -3.33527 -2.57663
7898 4.14118 1.07125
7900 -1.57816 -7.54217
7901 -6.59458 0.36272
7902 3.75163 3.26645
7903 8.31183 -7.67226
7904 -3.93987 -7.62669
7905 -5.39780 -1.76983
7906 5.96730 0.11825
7907 5.50874 2.28803
7908 1.04259 -0.79229
7910 -1.65398 -0.82172
7912 -1.03323 0.31982
7914 -8.29633 3.93422
7915 -7.36319 -2.16469
7916 6.55414 -7.56293
7917 9.14554 -6.81198
7918 -11.23673 -1.54001
7919 7.10581 -3.15031
7920 10.19010 -6.34415
7921 6.17502 -8.33928
7922 -9.11474 -2.66774
7924 -4.81425 -5.91921
7926 -8.34256 -6.37093
7928 -3.97598 -4.40767
7929 -4.41476 1.02962
7930 -11.28432 1.88282
-99
8left01057 H_25.39998_16.93332
7174 -0.44489 -3.12423
7180 3.22537 -5.78432
7181 8.95167 -2.85055
7184 5.12237 -0.00147
7185 1.83832 7.11618
7189 9.01219 8.11855
7196 4.53070 -5.22534
7197 8.61658 -3.63438
7199 1.61748 -5.03260
7203 10.29236 6.64845
7204 5.80655 -1.88713
7205 1.69399 1.88085
7206 7.53643 6.30691
7211 6.72125 2.15386
7215 8.30865 7.60158
7217 11.92897 7.14802
7218 4.67008 1.42763
7219 1.35035 -5.96085
7221 0.96412 -5.50954
7224 10.62368 7.08084
7225 6.32407 -4.92040
7227 2.83179 -0.20035
7228 8.28359 -5.47731
7229 9.08576 0.00791
7230 4.90540 2.83563
7232 10.60395 4.48341
7233 2.77853 -5.41967
7234 1.42611 5.64250
7236 -0.23821 2.58142
7238 7.29642 2.72241
7239 7.98218 2.89627
7240 1.07382 2.13362
7244 0.85664 -4.45297
7245 1.40745 -6.17971
7248 -0.57718 -6.70777
7249 4.75282 4.78615
7250 4.42804 1.02185
7253 -3.92841 5.19484
7413 11.40028 2.96455
7414 4.88178 7.04342
7415 0.09113 -1.70561
