A0619 H_23.52000_15.68000
28267 -7.35794 5.73890
28268 -2.07538 3.32770
28269 -7.23875 7.36389
28270 10.82323 -6.02656
28271 -6.21328 -1.16320
28351 -0.10504 -3.44124
28353 4.32721 1.15307
28354 -7.56424 3.93463
28355 -7.87045 -0.20971
28356 3.54636 3.01348
28357 -8.60846 3.02628
28358 0.22214 -6.80826
28359 -10.67145 -0.13564
28360 -10.57760 -6.26656
28361 -6.40533 -4.26662
28362 -9.09423 4.73541
28363 -7.62907 -2.42356
28364 3.88820 -1.41106
28365 5.10774 4.92509
28366 -9.07552 -6.60871
28367 -7.66487 2.90149
28368 -6.22956 -7.57263
28369 -7.52746 -7.28443
28370 2.88792 -6.97695
28371 4.27134 -5.95178
28372 0.50882 -3.70545
28373 -0.83536 7.18334
28374 5.02331 -6.87585
28375 0.02898 6.93408
28376 -3.32342 -6.44037
28377 -8.78638 5.95322
28378 -7.45906 6.16099
28380 -11.13155 0.99710
28381 -10.35952 6.53410
28382 -5.57334 2.15879
28383 -10.55113 -4.72583
28384 -6.91164 -5.54798
28386 6.33817 4.54841
-99
D0963 H_23.52000_15.68000
21453 -8.87286 5.94934
21455 -9.97712 4.06185
23585 -10.64832 4.59710
24021 1.98971 5.27260
24154 2.36250 3.72211
24259 8.08812 5.11566
24260 0.39528 3.36181
24359 7.28505 4.89610
25648 5.65833 2.70220
25727 -11.31172 -3.32535
25728 -2.00797 0.17408
25834 -9.16049 -4.36526
28009 -10.69698 4.03570
28010 -3.54339 5.56959
28012 -5.96330 3.24364
28016 -8.54765 -1.35327
28109 -9.81403 5.91306
28113 -11.51361 -5.52500
28114 -9.21004 4.50679
28115 -9.02079 0.74305
28117 1.54072 4.43496
28118 -10.95348 1.49472
28120 -11.09187 -3.92713
28121 1.58698 6.30109
28127 -0.18484 4.28585
28129 -10.98070 -7.39985
28131 -5.55112 -2.84784
28133 0.43713 1.18296
28135 -9.71692 0.19782
28140 -9.07315 4.70313
28142 -9.36750 -6.29910
28143 -3.52973 -4.98320
28277 3.27763 6.76213
28278 3.86609 -6.10222
28279 6.05334 2.89714
28280 -6.05466 0.38537
28281 -8.80655 -3.79903
28282 -1.88331 3.23950
28283 -7.12624 3.10726
28284 -5.92704 -1.27238
28285 6.41971 -6.36111
28286 2.85853 -0.80262
28287 -4.53852 -1.25460
28289 0.13494 -4.45675
28390 -3.68344 -4.20967
28392 9.87718 -6.29908
28394 7.09101 2.64274
28395 0.72191 -7.56396
28396 -1.79161 4.38832
28397 8.05167 2.28080
28398 8.55263 -7.38267
28399 -2.93519 -2.39073
28400 -3.17904 1.86201
28401 6.42327 3.22958
28402 -6.37288 -0.43969
28403 4.20311 1.41165
28404 5.20732 5.86659
28405 8.95012 -5.48751
28406 10.91963 -6.12644
28407 0.98610 -3.22511
28408 6.11371 -6.78985
28409 6.39945 -1.86652
28410 7.07849 -2.08062
28411 -2.55059 -4.29487
28412 2.41326 -2.54271
28413 3.13632 -5.71704
28414 5.13693 -5.01621
28415 -0.92890 -4.21506
28416 5.30677 -6.66685
28417 -1.31812 -3.41443
28418 1.69922 0.54745
28419 -1.01556 2.49146
28420 1.71649 -7.44032
28421 0.65600 -0.46234
28422 0.15975 -3.90747
28423 -1.86426 7.19377
28428 6.30721 -5.95374
28429 8.21776 -0.03117
28430 7.51573 -0.31809
28431 -6.38667 -4.22160
-99
S0963 H_23.52000_15.68000
3651 -6.26133 4.08246
3653 -8.40403 2.84304
3654 -3.45719 2.21408
3657 -6.65544 6.42366
3664 -0.97670 4.82440
3669 -6.89235 7.62579
3672 -10.62969 5.71163
3818 -10.78638 5.51415
3822 -4.43154 7.41758
3839 -1.43832 5.78095
3918 -9.22989 5.94802
4086 -1.40753 5.37497
4869 5.45778 2.76478
4892 -10.32723 -1.88731
5050 -0.19708 -1.87002
5215 -2.77005 -1.58841
5235 2.07554 1.09014
5236 -6.04717 0.17168
5239 -2.13932 -3.16626
5250 5.31496 -3.45149
5276 7.66232 4.16271
5277 9.53997 4.24042
5292 -8.42242 5.19486
5293 -9.96203 -3.65501
5302 -10.35055 -6.80368
5305 -10.89525 -4.34495
5310 -6.36507 1.83180
5331 -3.73890 0.65217
5336 -8.45566 0.89484
5338 -5.35150 1.12613
5339 -9.55898 2.15890
5341 -6.17033 1.63849
5342 -7.81245 2.50681
5343 -9.38674 0.59352
5344 -6.33507 3.20105
5386 9.98208 -7.54848
5401 -6.26418 2.57840
5404 -7.55611 -0.55172
5414 11.00530 2.46451
5416 7.93954 3.02404
5424 -0.05215 -7.22426
5468 8.84871 -1.94078
5473 -7.81534 -3.51767
5476 -3.20321 -3.93338
5488 1.49145 -0.03616
5506 4.04681 2.80654
5548 5.02741 3.89312
5568 -11.06368 -2.00945
5576 -9.20493 -3.79217
5580 -4.74284 -2.58910
5636 -2.59674 2.74384
5647 3.79610 -1.33765
5656 -4.66553 -1.43879
5754 10.10021 -5.76095
5755 10.48849 -7.48946
5787 9.92756 -6.02619
5790 -9.38339 0.21849
5822 -9.66578 -5.30928
5824 -8.87284 -5.28012
5850 -2.29339 0.71794
5999 3.93722 6.71463
6006 1.60110 5.93979
6041 5.24644 4.26430
6047 0.73818 6.64549
6048 3.85183 6.80318
6050 2.58663 6.87702
6051 3.08559 7.02324
6052 -11.55838 6.28710
6118 10.76465 -2.61403
6120 -2.60494 6.77960
6121 3.59518 3.05442
6122 -1.54339 1.80675
6123 9.25085 1.01876
6124 -4.86443 2.57615
6125 7.10061 7.68055
6126 1.41318 3.96498
6136 -2.15333 6.75927
6168 1.70844 4.61008
6183 -2.05345 -2.40474
6184 -1.98642 2.03851
6188 -10.69567 4.11914
6192 -1.92245 5.11446
6196 -7.87781 -2.87690
6198 -3.06685 3.81287
6199 -3.62742 3.80946
6200 3.22912 3.18903
6202 -2.58385 -2.55936
6223 -10.78638 5.51415
6236 1.80647 5.84457
6238 -9.38218 5.38715
6290 -6.44778 4.49291
6291 -10.28231 2.03634
6297 1.56223 6.15667
6298 -2.77818 0.63992
6301 2.17264 0.86885
6303 -9.62922 0.09580
6315 -6.47312 4.22127
6323 -10.01044 2.95326
6324 -6.17833 7.31769
6326 -10.92705 5.17304
6332 -11.27053 3.14087
6407 3.64710 7.11817
6471 -9.96901 -6.73049
6648 7.90958 7.33569
7001 2.47611 -3.73285
7127 -0.41092 -4.93288
7128 -3.98024 -5.10449
7242 -7.03720 -6.32866
7243 -6.00236 -4.56795
7244 -5.57430 -5.39635
7256 6.29084 7.17547
7257 -5.50591 -4.58672
7260 6.29084 7.17547
7263 -6.36108 -4.18814
7367 8.06648 0.40514
7387 6.07040 -1.40713
7410 5.02031 -6.24632
7411 5.80905 -1.27293
7472 2.51730 -3.20763
7474 7.58054 3.65326
7478 1.72616 3.14379
7482 -1.13396 -1.55470
7487 11.23824 1.02092
7490 -0.96149 -1.44877
7491 -1.48692 -0.21042
7627 -6.04942 -1.42654
7628 -7.75709 -1.98948
7629 -2.95019 -6.19738
7630 -5.49672 -3.75508
7634 -0.81578 -1.63271
7635 -1.77438 -0.24226
7638 -4.33822 -1.33950
7639 -4.14952 -1.47427
7640 -5.14572 -1.41464
7641 -5.97290 -0.28464
7651 -3.95473 -5.41548
7652 -9.31221 -6.70960
7655 2.57060 -3.80213
7659 -4.14787 -6.18853
7664 4.86556 -6.41768
7696 8.16285 -5.66977
7707 -8.64964 -2.82248
7712 -10.12406 -3.55977
7713 -8.93932 -2.43364
7715 0.31257 -6.12399
7716 -0.28591 -5.84513
7717 -7.86811 -2.43946
7719 -10.09946 -1.11761
7732 -3.99970 -7.60535
7750 -5.23257 -7.42567
7751 -3.79401 -6.89136
7763 -3.88433 -7.08130
7778 4.82388 -6.26376
7779 10.97384 7.45757
7788 4.50405 0.29374
7790 3.61266 -0.20797
7793 5.61133 -0.13734
7794 6.31835 0.33481
7795 5.89472 0.62658
7796 3.10605 -0.94075
7869 10.79762 -5.99426
7875 2.17303 -3.91751
7946 7.18480 -5.92643
8021 6.52787 0.14870
8237 2.30903 -6.69936
8241 4.44192 -6.83142
8243 2.42445 -7.41373
8297 4.41069 -7.40650
8298 3.66540 -6.33261
8299 3.66096 -7.01496
8300 3.63140 -7.51177
8311 2.70025 -7.55064
8312 3.09027 -6.97979
8313 2.78958 -6.76686
8344 3.09590 -6.31346
8350 2.76446 -5.84245
10049 -5.90707 0.15893
10532 9.62659 -0.87558
10698 9.27788 3.26863
12975 7.05126 -0.63361
13088 8.19062 1.27204
15111 -6.48921 4.96891
15335 -2.50730 -1.34024
19491 -6.67602 6.56592
19907 4.22492 -6.37434
20023 -1.57865 1.63969
20028 11.03141 -2.11605
21221 2.18400 -4.63010
21613 1.31882 5.98325
23208 -4.80263 5.85677
24155 3.64539 -4.44482
25538 -4.21023 -6.53600
25937 -6.54485 6.05468
26012 1.86690 4.33518
27220 1.72417 4.46375
28432 5.31384 3.65040
33969 4.74012 -6.38692
GCP_LCP-25 -1.93055 5.68450
GCP_GCP-05 -5.64097 -1.40353
-99
W0963 H_23.52000_15.68000
21788 2.55439 0.04822
23183 -7.27489 3.59917
24172 -0.04647 7.31245
25317 -1.65607 -2.44572
25671 -3.28158 -3.66617
26459 -7.21469 5.92897
28030 -8.50914 6.75558
28035 -9.16778 3.74147
28148 -10.87912 6.23992
28151 -2.80955 2.77573
28155 -1.23579 2.69057
28157 -7.45912 0.69920
28166 -5.50979 0.64825
28168 -5.46318 1.09014
28170 -4.54044 4.73451
28172 -0.55520 1.10546
28173 -6.62556 4.80577
28174 -7.28094 2.59988
28175 -9.67686 1.61184
28291 -0.64139 -2.23479
28292 -9.52418 3.59411
28293 -5.33578 -3.13644
28294 -3.70773 0.03108
28296 -3.61457 5.76387
28297 -2.71568 -2.71102
28298 -7.96956 -3.22236
28300 -10.50224 -0.97187
28301 -0.52736 6.70970
28304 -6.56579 -0.63866
28305 -5.80995 7.08582
28306 -6.27931 -2.36115
28307 -6.27545 4.48544
28309 -8.36692 -3.03408
28310 -0.06702 -0.98310
28312 -9.26754 -1.95401
28313 -3.73623 -0.45689
28314 -4.92773 -2.37933
28434 -10.08486 -2.65305
28435 -4.19454 -6.46031
28436 -9.82017 -4.60582
28438 -10.05915 -6.85329
28439 -5.55736 -7.32229
28440 -4.51440 -4.15995
28441 -2.11501 3.75234
28442 -7.03175 -4.82662
28445 -6.82272 -2.24219
28446 -8.40243 -7.44854
28447 -10.88438 1.68312
28448 -9.14566 -4.17746
28449 -3.60392 -7.52741
28451 -11.53525 -7.57562
28453 -8.29923 -4.76441
-99
X0963 H_23.52000_15.68000
23764 -1.87357 -3.72843
24178 -4.55532 2.47866
24186 -2.15177 -3.21105
24188 -1.20752 -3.69782
24190 -4.85157 -4.38479
25685 -7.79948 2.25689
25687 -4.26428 6.17693
27973 -3.44482 -4.45566
27989 -0.38512 -3.50935
28049 -2.87919 -2.95430
28180 0.08639 1.26523
28181 -0.33588 2.24088
28188 -5.88063 2.39392
28194 -7.53216 -2.29983
28199 0.43162 -2.39010
28201 -4.01808 -1.43798
28202 1.80179 0.33796
28205 -1.76756 2.83314
28210 0.42425 -6.26974
28211 -2.46973 -7.30214
28212 -2.03354 -6.62030
28323 -8.54582 -5.09304
28325 -9.55676 1.25851
28326 -2.47874 4.65271
28327 -0.58398 -1.99853
28328 -4.17783 4.87242
28329 -2.55274 1.23013
28330 -10.17761 3.68394
28332 -7.47930 -5.49852
28333 8.06630 -6.10940
28334 -0.46826 -0.89270
28335 -0.52375 3.52019
28339 0.30776 -1.44437
28340 0.50099 -7.29843
28341 3.44733 -2.15509
28342 -2.21502 -4.29068
28344 -2.98224 4.35969
28345 5.62646 -5.62905
28456 -4.37882 -2.99023
28457 -5.93270 -2.26090
28458 -5.75737 5.56906
28461 -6.35606 3.18149
28463 -3.05211 5.68781
28464 -7.79282 4.94529
28465 -0.83187 1.68314
28466 -8.05696 7.56215
28468 -4.76918 -0.57157
28470 -5.47852 6.00491
28475 0.33603 5.58944
28476 -2.72965 5.13874
-99
A0964 H_23.52000_15.68000
24084 -5.08136 -5.93446
24117 -3.15592 -2.03223
24317 2.48145 -5.17613
24330 -4.79795 -6.37057
24334 -9.07434 -2.88924
24335 5.08324 -6.77258
28061 8.40149 3.01504
28079 5.53553 -1.54639
28089 5.38046 1.38849
28100 7.31637 -0.68131
28101 4.40077 -1.13989
28102 8.65371 -2.81333
28228 4.19802 -1.84778
28230 7.45859 -4.28866
28234 1.43433 -5.59242
28236 4.04235 0.83498
28243 5.11787 4.66020
28245 7.50356 5.04988
28246 1.14335 -3.44493
28248 3.97823 5.55777
28249 0.09342 6.74692
28254 -0.47307 1.71703
28255 3.57566 4.02787
28258 9.84058 -4.23027
28259 1.97030 0.40182
28262 6.03468 2.09467
28263 0.17233 -2.73997
28264 8.61126 0.93726
28265 3.30559 -1.63438
28268 3.96417 3.04354
28351 6.16677 -3.69132
28352 -4.43393 -5.25155
28353 10.21234 0.69815
28354 -1.38285 3.81135
28355 -1.60119 -0.23340
28356 9.44632 2.55727
28357 -2.37175 2.97884
28358 6.59892 -7.00935
28363 -1.13708 -2.38180
28364 9.90994 -1.81945
28365 10.83796 4.37236
28366 -2.53722 -6.45585
28368 0.12544 -7.53789
28369 -1.09187 -7.18451
28370 9.12337 -7.30013
28371 10.42734 -6.33162
28372 6.59929 -3.97362
28373 4.89966 6.77946
28374 11.26668 -7.26650
28375 5.77355 6.51196
28376 3.00861 -6.53602
28377 -2.65985 5.81566
28378 -1.36120 5.96037
28382 0.63186 2.00317
28479 -0.66917 -4.06752
28481 -9.83991 0.11724
28482 -6.80202 5.66510
28483 -8.66056 5.32885
28484 3.15100 -6.58822
28486 -8.91648 0.43756
28487 2.51670 -4.73696
28488 -5.85311 1.59619
28489 -10.25400 5.69379
28490 -8.93996 6.18204
28491 -10.07658 1.08967
28492 -8.19551 -6.42853
28493 -10.02865 -3.02938
28494 -5.91589 -7.49190
28495 -10.26632 -4.36390
28496 -7.01365 -0.89789
28498 -2.56748 4.52151
28499 -9.31837 2.21254
28501 -11.26903 -7.40682
28502 -4.89160 2.71269
28503 -11.11945 3.70382
28504 -8.69828 3.88562
28505 -8.61979 -5.54553
28506 -10.15459 -2.23257
-99
D0964 H_23.52000_15.68000
23607 -11.36656 6.61769
23819 -8.93194 3.85748
24021 -0.10357 5.77269
24154 0.05696 4.18428
24260 -1.98546 3.88042
24358 10.07740 6.72282
24359 5.06121 5.25114
25335 7.78262 2.76512
25534 -5.46234 -5.18379
25648 3.00187 3.05637
25650 0.74907 -0.66852
25728 -5.28147 0.66563
25730 -6.52951 6.87869
25731 -9.48118 -2.85767
25841 -6.97624 6.17582
28010 -5.63217 6.21318
28117 -0.68502 4.93849
28121 -0.37813 6.84840
28127 -2.40578 4.83053
28128 -10.71791 1.51309
28130 -4.94676 0.40426
28275 -4.72107 -4.32188
28277 1.39377 7.26315
28278 0.23901 -5.88594
28279 3.39798 3.20003
28282 -4.27447 3.82054
28285 2.84030 -6.22645
28286 -0.45242 -0.46219
28288 -9.08422 -0.03352
28289 -3.34609 -4.07986
28390 -7.08969 -3.67929
28391 -4.36083 -2.37318
28392 6.16785 -6.29893
28394 4.43471 2.92009
28395 -3.35011 -7.25564
28396 -4.06244 4.98414
28397 5.34452 2.52437
28398 4.84568 -7.36718
28399 -6.18792 -1.85909
28400 -5.94800 2.44130
28401 3.79408 3.54397
28402 -9.58927 0.17548
28403 1.31561 1.76366
28404 3.22478 6.30275
28405 5.24297 -5.45980
28406 7.25307 -6.15583
28407 -2.47226 -2.84395
28408 2.48486 -6.65222
28409 3.67410 -1.59615
28410 4.41503 -1.86173
28411 -5.95995 -3.81958
28412 -1.08139 -2.23347
28413 -0.46363 -5.43960
28414 1.52786 -4.81461
28415 -4.37451 -3.79572
28416 1.54207 -6.51969
28417 -4.70137 -2.97098
28418 -1.50696 0.95207
28419 -3.70410 3.02153
28420 -2.28821 -7.18285
28421 -2.66360 -0.06324
28509 -0.17948 -0.84441
28512 0.70824 1.41521
28513 -5.91598 4.74964
28514 -1.44498 -3.14923
28515 -3.61835 7.15170
28516 2.89935 -6.01439
28518 -7.17742 5.53529
28519 -3.94103 -1.76596
28521 0.23901 -5.88594
28524 -5.57276 2.86137
28525 -2.35521 0.02924
28526 0.53423 0.05054
28527 0.15978 5.05798
-99
S0964 H_23.52000_15.68000
4873 9.27155 -4.52686
4892 -10.41563 2.67758
5214 -11.09353 1.72270
5233 -11.08330 -5.72152
5235 2.11935 4.83374
5236 -6.03045 4.28889
5293 -10.15337 0.89871
5302 -10.73292 -2.21579
5305 -11.12197 0.18087
5310 -6.25327 5.94783
5331 -3.71678 4.73958
5336 -8.42067 5.39054
5338 -5.29819 5.19772
5339 -9.46392 6.72762
5341 -6.08713 5.74803
5342 -7.68455 6.90136
5343 -9.35705 5.10425
5344 -6.16937 7.29457
5386 9.80937 -4.38865
5388 11.17142 -6.21472
5401 -6.12697 6.66993
5404 -7.62323 3.89843
5411 -11.41845 -4.06570
5414 11.12434 6.02279
5416 8.07105 6.64092
5425 8.02871 -6.76373
5468 8.80974 1.60393
5473 -8.01630 0.95520
5476 -3.41479 0.09389
5488 1.45758 3.89354
5489 10.85334 -5.67322
5506 4.12646 6.62605
5548 5.16435 7.66639
5568 -11.14448 2.56555
5576 -9.42496 0.73833
5578 10.82164 -5.88412
5580 -4.88029 1.58586
5636 -2.49674 6.84556
5644 1.97197 6.99236
5647 3.73785 2.39526
5652 10.99575 -5.08584
5656 -4.73371 2.64203
5675 6.80315 1.65075
5678 -3.34888 5.94209
5723 10.04320 -4.18278
5725 4.02936 2.67533
5754 9.98146 -2.55629
5755 10.32664 -4.36626
5784 9.45180 -2.62888
5787 9.82652 -2.80059
5789 -0.29064 -7.31049
5790 -9.37393 4.76693
5792 -0.02557 -6.10140
5819 9.51428 -4.68606
5822 -9.95183 -0.75378
5824 -9.16647 -0.75705
5829 -8.43541 -4.11328
5842 6.67164 0.72404
5850 -2.28428 4.85791
5858 9.75057 -5.46720
6124 -4.74465 6.64835
6452 -5.23979 -7.26787
6455 11.16200 -5.21039
6471 -10.33018 -2.14907
7001 2.32321 -0.04851
7090 3.61138 -6.79226
7115 3.48981 -6.71595
7119 3.72673 -6.89292
7127 -0.65217 -1.15880
7128 -4.24101 -1.04940
7201 -0.56171 0.34422
7225 4.84692 -5.77849
7230 -1.97466 1.16585
7242 -7.39656 -1.94255
7243 -6.22077 -0.44676
7244 -5.83822 -1.32715
7245 -7.88956 -4.72845
7246 -8.40385 -3.54762
7257 -5.72929 -0.52184
7263 -6.55459 -0.02564
7278 2.93703 -6.98764
7365 7.90337 3.80943
7366 5.94065 -7.19318
7367 8.11009 3.83761
7472 2.38735 0.49535
7478 1.85537 6.88137
7482 -1.18321 2.32340
7487 11.36017 4.28564
7490 -1.03800 2.43758
7491 -1.52014 3.69943
7495 -5.85689 -5.23305
7503 -3.78342 -4.89453
7505 -4.11908 -6.72893
7508 8.63109 -1.87831
7509 -1.24907 -5.86149
7622 2.24207 1.38947
7627 -6.11679 2.70735
7628 -7.88494 2.47786
7629 -3.26193 -2.25290
7630 -5.70107 0.34303
7631 -10.18332 -2.78321
7632 -2.40420 1.85793
7633 2.86882 3.11832
7634 -0.90077 2.23379
7635 -1.75948 3.72756
7636 -8.03437 1.79192
7637 10.28084 2.87587
7638 -4.41268 2.73280
7639 -4.23172 2.58268
7640 -5.23301 2.68938
7641 -5.97932 3.82162
7644 -10.18096 -6.27763
7650 2.36650 -0.59591
7651 -4.22183 -1.36837
7652 -9.68959 -2.15315
7655 2.41710 -0.13282
7657 5.05372 -5.38078
7664 4.64615 -2.91436
7665 1.91516 4.75660
7686 -3.74238 -2.79979
7695 -8.79708 -5.03300
7696 8.01426 -2.33029
7699 11.38536 -1.39171
7704 -9.13467 -6.66267
7707 -8.81917 1.69643
7712 -10.30911 0.98128
7713 -9.06802 2.09989
7714 -2.78703 -3.28358
7715 0.03885 -2.39845
7716 -0.55836 -2.07138
7717 -8.01133 2.01574
7719 -10.14587 3.40356
7721 10.06850 -6.84041
7729 -7.23470 -6.53171
7730 -3.97438 -4.67978
7731 -6.05726 -4.17326
7741 -1.23820 -6.02493
7750 -5.60234 -3.40340
7751 -4.14292 -2.88517
7755 4.56280 -7.08281
7763 -4.23268 -3.09339
7769 -2.07944 -2.94617
7778 4.59362 -2.75155
7787 8.72000 2.88066
7788 4.52243 3.99681
7789 6.23129 3.76740
7790 3.63328 3.45507
7793 5.61753 3.42903
7794 6.35215 3.86447
7795 5.94060 4.18816
7796 3.07287 2.72602
7798 4.44109 4.59367
7858 11.62406 -1.88718
7862 7.70973 -6.79018
7869 10.68743 -2.82153
7875 2.00813 -0.22407
7946 7.01145 -2.54685
7976 10.82922 4.15253
8020 6.91479 2.84440
8021 6.55395 3.65577
8038 10.91706 4.41597
8040 8.14785 4.42055
8208 10.54097 -2.24633
8227 10.04752 -2.22649
8232 4.44549 -4.34487
8235 4.37654 -5.47296
8237 2.03412 -3.06069
8241 4.18317 -3.31212
8243 2.10697 -3.79338
8260 5.71346 -2.49122
8270 4.66379 -2.64485
8297 4.13527 -3.89792
8298 3.42165 -2.75500
8299 3.37343 -3.46279
8300 3.34205 -3.96596
8307 2.74794 -5.73784
8311 2.39003 -3.95244
8312 2.80769 -3.38823
8313 2.51653 -3.15846
8320 2.86068 -7.31303
8325 4.48881 -6.12853
8336 2.47028 -5.05456
8339 3.60742 -5.34505
8344 2.83144 -2.70073
8350 2.52734 -2.22496
8359 -3.82200 -5.44289
10049 -5.90723 4.26636
10532 9.63610 2.54943
12637 2.17703 -7.28211
13088 8.26701 4.77598
15475 -5.50778 -3.60430
16922 10.36921 -5.40941
17070 8.45663 4.98999
20023 -1.52908 5.76020
20028 11.03134 1.32373
20735 1.64119 -1.95449
21155 2.13688 -3.93622
21221 2.01128 -0.94799
21379 6.75473 2.46033
25538 -4.53956 -2.53985
25659 4.41454 0.57604
25774 8.87755 0.69212
27679 -3.05916 -4.86538
28530 -4.03782 4.77505
33972 0.28128 -2.88299
33982 3.28594 -3.56285
GCP_GCP-05 -5.71219 2.71377
-99
W0964 H_23.52000_15.68000
14841 -5.48560 5.70681
23495 2.79543 -5.01494
23926 3.83113 6.64862
23939 6.21590 6.72087
24276 8.71499 0.48732
24284 6.69044 1.12988
24286 1.87010 6.32752
24287 5.99707 -1.12190
24288 5.52418 4.31690
24289 7.28129 -5.24636
25317 -0.42300 1.06360
25671 -1.96411 0.22254
26628 0.54548 0.55548
27624 -5.07851 -0.70561
28035 -7.21727 6.53013
28155 0.13454 5.48387
28168 -3.85476 4.33197
28292 -7.54589 6.41240
28295 -3.82782 0.59090
28302 -4.39402 2.36782
28307 -4.52870 7.25778
28310 1.13248 2.20784
28311 -5.55747 3.88382
28315 -1.60226 6.67181
28317 -2.96136 -2.57293
28434 -8.16892 0.98582
28435 -2.84730 -2.28749
28436 -7.96124 -0.69975
28437 -4.70899 -2.53057
28438 -8.21707 -2.62344
28439 -4.14594 -2.90296
28440 -3.11460 -0.14592
28441 -0.64828 6.52411
28442 -5.41178 -0.90929
28444 1.12362 4.38213
28445 -5.16346 1.43983
28446 -6.71614 -3.06267
28447 -8.80868 4.95701
28448 -7.32164 -0.32613
28449 -2.33044 -3.35845
28450 -3.92071 -2.77717
28451 -9.56915 -3.08615
28533 -4.81846 -4.03189
28534 -7.41033 1.56525
28535 -1.85605 -6.14902
28537 -3.58560 -2.59943
28538 -3.32589 3.40522
28539 -5.57749 -5.82555
28540 -2.43880 -5.20644
28541 -3.24261 -7.51253
28542 -3.64342 0.67485
28543 -4.60969 4.03481
28545 1.80062 -5.91017
28547 -4.17187 -3.11288
28548 -2.14990 -7.27465
28549 -7.23659 -2.86015
28550 -10.64671 -0.70708
28551 1.34750 -4.53529
28553 -3.60571 -2.87571
28557 -7.77157 -6.79693
28558 -7.70366 -5.68117
28559 -8.75802 1.31347
33915 -6.22056 -7.19767
-99
X0964 H_23.52000_15.68000
8218 -2.30134 -5.69976
19787 -11.06059 -4.16315
24067 -9.44265 0.52008
24187 -2.25595 -6.07878
24188 -0.03339 -7.42015
24290 -3.68717 5.51151
24294 -4.62423 -0.68790
24295 -8.94827 -0.21078
25685 -6.90433 -0.21156
25687 -2.94056 4.02028
28049 -1.84078 -6.50958
28188 -4.83793 -0.15565
28190 4.29195 -1.82307
28201 -3.00268 -4.63715
28205 -0.42488 0.15908
28325 -8.78058 -1.18211
28327 0.68155 -5.48588
28329 -1.32550 -1.72039
28336 -1.27329 1.87206
28338 -2.74015 1.30284
28456 -3.45691 -6.42792
28457 -5.08500 -5.47790
28458 -4.57330 3.42739
28460 10.10054 -5.74844
28461 -5.33315 0.75813
28463 -1.68725 3.45133
28464 -6.75973 2.75789
28465 0.54489 -1.19656
28466 -6.90216 5.90289
28467 -1.18432 1.57609
28468 -3.77001 -3.59044
28469 -2.26128 -1.58459
28562 -4.81067 5.79533
28563 5.80602 -1.70741
28564 -5.49135 5.83711
28565 -3.69862 -0.27484
28567 2.42186 5.24677
28568 -5.93294 3.26524
28571 -5.74966 -1.06209
28572 -3.32529 3.96165
28573 -7.89439 2.08330
28574 -2.31825 5.50393
28575 3.25062 -3.22234
28576 -6.09232 -1.60431
33974 2.96206 -4.13494
-99
A0965 H_23.52000_15.68000
24084 -0.28963 -4.79402
24085 0.27023 -0.45963
24202 5.11183 -4.38760
24208 -3.03605 -5.61275
24223 -5.01275 -7.59485
24302 5.56863 -7.00615
24303 -7.63883 -4.93204
24315 -5.61130 -1.46525
24329 -8.65739 -5.10344
24330 0.02608 -5.19559
24333 -8.86117 0.09311
24334 -4.33923 -1.82768
28227 4.80881 -0.78273
28235 5.67687 -2.28742
28257 3.20424 6.75853
28260 3.19489 1.62038
28271 4.56285 -0.13064
28352 0.30307 -4.09892
28359 0.01695 0.97228
28360 0.59246 -4.93847
28361 4.67637 -3.08144
28362 1.10600 5.63891
28367 2.77904 3.84571
28379 7.76658 7.12838
28380 -0.38338 2.08743
28381 -0.23642 7.39779
28382 4.92660 3.07594
28383 0.66968 -3.43166
28384 4.20577 -4.33137
28479 4.03548 -2.87432
28480 -0.61661 0.04638
28481 -5.46878 1.13193
28482 -2.75153 6.64725
28483 -4.45503 6.30653
28484 7.90016 -5.33766
28485 -3.35546 0.72401
28486 -4.55704 1.45564
28487 7.20638 -3.55470
28488 -1.39207 2.65242
28489 -6.00697 6.67073
28490 -4.72154 7.14306
28491 -5.69624 2.10867
28492 -3.12834 -5.27006
28493 -5.31537 -1.96164
28494 -0.91620 -6.28919
28495 -5.56291 -3.26384
28496 -2.61812 0.14799
28498 1.52280 5.54541
28499 -4.92095 3.21947
28500 -0.52241 1.31293
28501 -6.24431 -6.26281
28502 -0.53072 3.73841
28503 -6.96896 4.67174
28504 -4.58264 4.88074
28505 -3.69475 -4.40818
28506 -5.42330 -1.16920
28507 -2.32874 2.56438
28579 -7.67862 2.56956
28580 4.86815 1.89210
28581 -8.67589 -4.17614
28582 -6.41745 -6.60676
28583 -7.37527 -4.29060
28584 -7.06128 4.92588
28585 -10.64586 1.53191
28586 -8.59770 -6.72965
28587 -7.66522 -1.34264
28588 -7.26550 5.27794
28589 -9.61910 5.90725
28591 3.82377 -1.41720
28592 -10.47260 -3.21177
28593 -10.34105 5.60558
28594 -8.62157 6.24419
28595 -4.00633 -7.55475
28596 -8.19044 -3.90328
28597 -10.18092 0.66880
28598 -9.38712 4.77128
28599 -7.78360 -7.32333
28600 -7.85371 2.75395
28601 -10.91555 -7.18132
28602 -10.67789 -1.06375
28603 -10.66562 5.15956
28604 -9.58581 -4.93608
28606 -11.36863 -6.57099
28607 -0.31225 -3.11515
28608 1.21018 3.45537
28609 -3.94012 4.30171
28610 -8.22340 -7.22611
28612 -5.69624 2.10867
